App,Package,Category,TrueLabel,Score,Disagreement
Oil Patch Worker,com.hart.oilpatch,Books & Reference,Malicious,0.0,1.0
US Citizenship Test Training,com.dharini.android.activity,Books & Reference,Malicious,0.0,1.0
Tortoise and the Hare,com.storyboy.tortoiseandhare,Books & Reference,Malicious,0.0,1.0
Asma ul Husna(99 Names of Alla,com.appflute.asmaulhusna,Books & Reference,Malicious,0.0,1.0
Last Manhunt,com.btgn.lastmanhunt,Books & Reference,Malicious,0.0,1.0
THE TOAST BITCHES-OFFICE SEXÂ ,com.ravenousromance.TheToastBitches.view,Books & Reference,Malicious,0.0,1.0
Works of Ivan Turgenev,com.mobilereference.Turgenev,Books & Reference,Malicious,0.0,1.0
Irish Slang,com.kolordesign.android.irishslang,Books & Reference,Malicious,0.0,1.0
The Turtle and the Hare,com.dcg.pagecurl,Books & Reference,Malicious,0.0,1.0
Turkey,com.digimediaapps.Turkey___a_Past_and_a_Future,Books & Reference,Malicious,0.0,1.0
Borderlands Achievement Guide,com.KitriSoftware.Borderlands,Books & Reference,Malicious,0.0,1.0
AP Biology Exam Prep,com.dblpartners.apbiology,Books & Reference,Malicious,0.0,1.0
ToastT_Test,soo.toast.test,Education,Malicious,0.0,1.0
Melmoth The Wanderer Books,com.CharlesRobert,Books & Reference,Malicious,0.0,1.0
US Army Rights Warning Card,com.fa53.rightswarning,Books & Reference,Malicious,0.0,1.0
Works of D. H. Lawrence,com.mobilereferenceLawrence,Books & Reference,Malicious,0.0,1.0
The Bronte Story,com.startrek.TxtReaderBronte,Books & Reference,Malicious,0.0,1.0
Valentine Encounter,com.btgn.VALENTINE,Books & Reference,Malicious,0.0,1.0
Nahjul Balagha,com.sm.nahjulbalagha,Books & Reference,Malicious,0.0,1.0
???????????? ?????? ??????????????,ua.com,Books & Reference,Malicious,0.0,1.0
Russian in Pictures : Food,com.picture.learn.russian,Education,Malicious,0.0,1.0
Encyclopedia of Trees and Shru,com.mobilereference.trees,Books & Reference,Malicious,0.0,1.0
Angel Touch-Book,com.digimediaapps.Angel_Touch,Books & Reference,Malicious,0.0,1.0
Works of Andrew Lang,com.mobilereference.Lang,Books & Reference,Malicious,0.0,1.0
Food Fight! Children's Book,com.jellybiscuits.FoodFight,Education,Malicious,0.0,1.0
1861 Nov Am Civil War Gazette,com.rvinyard.acwgazette.y1861.m11,Education,Malicious,0.0,1.0
Works of Thomas Hardy,com.mobilereference.Hardy,Books & Reference,Malicious,0.0,1.0
Freud on Coke-Book,com.digimediaapps.Freud_on_Coke,Books & Reference,Malicious,0.0,1.0
Aesop's Books collection,com.Aesop,Books & Reference,Malicious,0.0,1.0
The Beauty And The Bolshev,com.myappbuilder.TheBeautyandtheBolshevist,Books & Reference,Malicious,0.0,1.0
The Monk By Matthew Gregory,com.MatthewGregory,Books & Reference,Malicious,0.0,1.0
"US Patent, Copyright, and Trad",com.mobilereference.copyright,Books & Reference,Malicious,0.0,1.0
The Satyricon Of Petronius,com.Petronius,Books & Reference,Malicious,0.0,1.0
All I Want for Christmas,com.btgn.alliwantforchristmas,Books & Reference,Malicious,0.0,1.0
Hamlet,com.mobilereference.Hamlet,Books & Reference,Malicious,0.0,1.0
Farce Forward,com.digimediaapps.Farce_Forward___Volume_1,Books & Reference,Malicious,0.0,1.0
Spanish Study Guide,com.mobilereference.spanishgrammar,Books & Reference,Malicious,0.0,1.0
Magnums Butlers Guide Packing,com.MyAppBuilder.MagnumsButlersGuidetoPackingaSuitcase,Books & Reference,Malicious,0.0,1.0
Fragments,com.btgn.fragments,Books & Reference,Malicious,0.0,1.0
Learn Punjabi (Preview),com.quizmine.punjabipreview,Books & Reference,Malicious,0.0,1.0
Cat on a Hot Tin Roof: Shmoop,com.Shmoop.Android.lit00163,Books & Reference,Malicious,0.0,1.0
Human Anatomy&Physiology Guide,com.mobilereference.anatomy,Books & Reference,Malicious,0.0,1.0
Matching Vehicle,com.low.mvehicles,Education,Malicious,0.0,1.0
Learn Turkish,com.quizmine.androidturkish,Books & Reference,Malicious,0.0,1.0
Minecraft Canary (AdFree),com.ninjacoders.mcanaryadfree,Books & Reference,Malicious,0.0,1.0
Sir Arthur Conan Doyle,com.SirArthurConan,Books & Reference,Malicious,0.0,1.0
Principles of Fourier series,fourierSeries.fourierSeries,Education,Malicious,0.0,1.0
FM 1-514 ROTOR AND POWER TRAIN,com.hart.fm_1_514,Books & Reference,Malicious,0.0,1.0
The Turtle and the Hare,com.dcg.pagecurl,Books & Reference,Malicious,0.0,1.0
Learn Spanish for Tablet,com.quizmine.tab.learnspanish,Books & Reference,Malicious,0.0,1.0
Learn Greek for Tablet,com.quizmine.tab.learngreek,Books & Reference,Malicious,0.0,1.0
Delicious Sandwich Recipes,com.widemedia.DeliciousSandwichRecipes,Books & Reference,Malicious,0.0,1.0
Four Arthurian Romances,com.mobilereference.TroyesRomances,Books & Reference,Malicious,0.0,1.0
FAR Notes,com.gwhizmobile.focusnotesfar,Education,Malicious,0.0,1.0
Learn Gujarati for Tablet,com.quizmine.tab.learngujarati,Books & Reference,Malicious,0.0,1.0
Texas CCP Reference,com.domsoft.txccp,Books & Reference,Malicious,0.0,1.0
Texas Law,com.fwsmc.txl,Books & Reference,Malicious,0.0,1.0
Fourier series (Trial),fourierSeriesTrial.fourierSeriesTrial,Education,Malicious,0.0,1.0
Sea Creatures Discovery,kidsandi.seacreatures,Education,Malicious,0.0,1.0
LinguPingu,air.lpesenandroid,Education,Malicious,0.0,1.0
Light at the End of the Tunnel,com.digimediaapps.Light_at_the_End_of_the_Tunnel,Books & Reference,Malicious,0.0,1.0
The England Quiz Book,com.digimediaapps.The_England_Quiz_Book,Books & Reference,Malicious,0.0,1.0
Tennessee Williams: Shmoop,com.Shmoop.Android.bio00013,Books & Reference,Malicious,0.0,1.0
Learn Korean,com.quizmine.koreanandroid,Books & Reference,Malicious,0.0,1.0
Principles of Fourier (Trial),fourierTrial.fourierTrial,Books & Reference,Malicious,0.0,1.0
Friar Bacon His Discovery,com.RogerBacon,Books & Reference,Malicious,0.0,1.0
Sorting Train,air.sorttrain,Education,Malicious,0.0,1.0
Cavafy Poems,gr.hatzigeorgiu.cavafy,Books & Reference,Malicious,0.0,1.0
Muybridge Toy,air.info.louter.muybridgetoy,Education,Malicious,0.0,1.0
Bible Passage On Demand BBE,com.afranius.passageOnDemandBBE,Books & Reference,Malicious,0.0,1.0
HAMLET,com.iwpsoftware.android.ebook.play.william_shakespeare.hamlet.pro,Books & Reference,Malicious,0.0,1.0
Website Creation And Design,com.widemedia.WebsiteCreationandDesign,Books & Reference,Malicious,0.0,1.0
Russian Vocabulary Widget,com.jrm.rv.RussianVocabulary,Books & Reference,Malicious,0.0,1.0
Beacon of the Night,com.btgn.beacon2,Books & Reference,Malicious,0.0,1.0
Cev??en-i Kebir,tr.gen.hyper.cevsenikebir,Books & Reference,Malicious,0.0,1.0
3D?????????????????????????????????,jp.kinemajun.sosyo3d.mcbook,Books & Reference,Malicious,0.0,1.0
Archaeology (Smart Guide),com.pixidapp.archaeologyzip,Books & Reference,Malicious,0.0,1.0
NP2 National Park Reference 2,com.quizmine.nationalparkref2,Books & Reference,Malicious,0.0,1.0
Australian Citizenship Test,com.codepeople.android.australiantest,Books & Reference,Malicious,0.0,1.0
Works of Ambrose Bierce,com.mobilereference.Bierce,Books & Reference,Malicious,0.0,1.0
Toy Collecting Guide,apps.dps.toycollectingguide,Books & Reference,Malicious,0.0,1.0
ABC a Go-Go,com.pixelhappy.games.abcagogo,Education,Malicious,0.0,1.0
Texas State Code,com.bigtwit.droidlaw.addon.id_62,Books & Reference,Malicious,0.0,1.0
AA HandsOn Museum Music Player,com.srt.androidmusic,Education,Malicious,0.0,1.0
Let's do the math,com.easysoft.minimath,Education,Malicious,0.0,1.0
Born Free,com.btgn.bornfree,Books & Reference,Malicious,0.0,1.0
Story of the San Francisco Ho,com.digimediaapps.Complete_Story_of_the_San_Francisco_Horror,Books & Reference,Malicious,0.0,1.0
Kid Genius 13 in 1,com.pilotfishmedia.kidgenius13in1,Education,Malicious,0.0,1.0
Biblia para Moviles (Espa??ol),samsapps.apps.bible.sp,Books & Reference,Malicious,0.0,1.0
A Streetcar Named Desire,com.Shmoop.Android.lit00125,Books & Reference,Malicious,0.0,1.0
Spanish in Pictures : Food,com.picture.learn.spanish,Education,Malicious,0.0,1.0
Works of O. Henry,com.mobilereference.OHenry,Books & Reference,Malicious,0.0,1.0
Tennessee Driver Handbook,com.highridge.apdftndmv,Books & Reference,Malicious,0.0,1.0
The Tortoise and the Hare,com.zoodles.book.thetortoiseandthehare,Books & Reference,Malicious,0.0,1.0
Works of Edith Wharton,com.mobilereference.Wharton,Books & Reference,Malicious,0.0,1.0
??????????????????????????????????????????,jp.kinemajun.nitijokei.mcbook,Books & Reference,Malicious,0.0,1.0
Cymbeline PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.cymbeline.pro,Books & Reference,Malicious,0.0,1.0
Online Stock Trading Tips,com.andfreek.enlance.cupcake.insidertrading,Books & Reference,Malicious,0.0,1.0
The Tortoise Twins,com.zubadoo.tortoisetwins,Books & Reference,Malicious,0.0,1.0
Antony and Cleopatra PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.antony_and_cleopatra.pro,Books & Reference,Malicious,0.0,1.0
The Hatopotamus-Book,com.digimediaapps.The_Hatopotamus,Books & Reference,Malicious,0.0,1.0
Italian in Pictures : Food,com.picture.learn.italian,Education,Malicious,0.0,1.0
Cargo Decoder,com.strategiesinsoftware.erg,Books & Reference,Malicious,0.0,1.0
Learn French,com.quizmine.frenchandroid,Books & Reference,Malicious,0.0,1.0
Learn Punjabi for Tablet,com.quizmine.tab.learnpunjabi,Books & Reference,Malicious,0.0,1.0
The Egyptian Conception of Im,com.digimediaapps.The_Egyptian_Conception_of_Immortality,Books & Reference,Malicious,0.0,1.0
U.S. Army Survival Guide Pro,com.milodroid.survivepro,Books & Reference,Malicious,0.0,1.0
New Farm,com.btgn.newfarmchapter1,Books & Reference,Malicious,0.0,1.0
I Heard the Bells,com.btgn.bells,Books & Reference,Malicious,0.0,1.0
Animaniacs U.S. Presidents,inpha.mous.uspres,Books & Reference,Malicious,0.0,1.0
FM 7-0 Training the force,com.hart.fm70,Books & Reference,Malicious,0.0,1.0
National Security,com.NationalSecurity,Books & Reference,Malicious,0.0,1.0
Letters To His Son On,com.PhilipStanhope,Books & Reference,Malicious,0.0,1.0
Adopting A Dog,com.EBeuvaliers.adoptadog,Books & Reference,Malicious,0.0,1.0
William Blake Collection,com.WilliamBlake,Books & Reference,Malicious,0.0,1.0
Weddings First Chance,com.btgn.weddingfirstchance,Books & Reference,Malicious,0.0,1.0
US Army Sniper Training Manual,com.milodroid.sniperpro,Books & Reference,Malicious,0.0,1.0
Running Free,com.btgn.runningfree,Books & Reference,Malicious,0.0,1.0
Collection of American Poetry,com.mobilereference.poetry,Books & Reference,Malicious,0.0,1.0
Bible Explorer,com.arscodeca.bibleexplorer,Education,Malicious,0.0,1.0
Works of Ellen Wood,com.mobilereference.Wood,Books & Reference,Malicious,0.0,1.0
The Big Book Of Cookies,com.widemedia.TheBigBookOfCookies,Books & Reference,Malicious,0.0,1.0
THE LOVE OF THE DEAD-SEXY BOOK,com.ravenousromance.ForLoveOfTheDead.view,Books & Reference,Malicious,0.0,1.0
YIDDISH PHRASES & SLANG QUIZ,com.littleapps.yiddish,Education,Malicious,0.0,1.0
An Introduction to Shakespeare,com.digimediaapps.An_Introduction_to_Shakespeare,Books & Reference,Malicious,0.0,1.0
REG Notes,com.gwhizmobile.focusnotesreg,Education,Malicious,0.0,1.0
AUDEL Q&A FLASHCARDS,app.flashcards,Education,Malicious,0.0,1.0
Cell Biology Study Guide,com.mobilereference.cellbiology,Books & Reference,Malicious,0.0,1.0
Life in the UK Test,com.codepeople.android.britishtest,Books & Reference,Malicious,0.0,1.0
DOT Placards,com.sherprog.roadware.placard,Books & Reference,Malicious,0.0,1.0
Merry Wives of Windsor PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.the_merry_wives_of_windsor.pro,Books & Reference,Malicious,0.0,1.0
One Moment In Time-Book,com.digimediaapps.One_Moment_In_Time,Books & Reference,Malicious,0.0,1.0
Fourier principles,fourier.fourier,Books & Reference,Malicious,0.0,1.0
Rhymes for Kids,com.english.rhymes,Education,Malicious,0.0,1.0
Five Little Monkeys,com.avanda.child,Education,Malicious,0.0,1.0
Tragedy of Antony and Cleopatr,com.Shmoop.Android.sha0009,Books & Reference,Malicious,0.0,1.0
Captive,com.btgn.captive,Books & Reference,Malicious,0.0,1.0
Learn Spanish Numbers,com.spanish.numbers,Education,Malicious,0.0,1.0
Texas Penal Code Reference,com.domsoft.TXPenalCode,Books & Reference,Malicious,0.0,1.0
Eichah (Lamentations),com.zigzagworld.eichah,Books & Reference,Malicious,0.0,1.0
Guided by the Light-Book,com.digimediaapps.Guided_by_the_Light,Books & Reference,Malicious,0.0,1.0
German in Pictures: Food,com.picture.learn.german,Education,Malicious,0.0,1.0
North American Birds Encyclope,com.mobilereference.northambirds,Books & Reference,Malicious,0.0,1.0
Jesus The Christ by J. Talmage,com.mobilereference.jesusthechrist,Books & Reference,Malicious,0.0,1.0
Short Stories,com.mobilereference.ChekhovStories,Books & Reference,Malicious,0.0,1.0
Emergency Childbirth,com.myappbuilder.EmergencyChildbirth,Books & Reference,Malicious,0.0,1.0
eSwing Trading Tactics,com.andfreek.enlance.cupcake.eswingtrading,Books & Reference,Malicious,0.0,1.0
Janeway's Addiction,com.btgn.janewaysaddiction,Books & Reference,Malicious,0.0,1.0
Learn Italian Numbers,com.italian.numbers,Education,Malicious,0.0,1.0
Texas Business & Commerce Code,com.bigtwit.droidlaw.addon.txb,Books & Reference,Malicious,0.0,1.0
Sir Kenelm Digby's Collection,com.KenelmDigby,Books & Reference,Malicious,0.0,1.0
Skinner-Book,com.digimediaapps.Skinner,Books & Reference,Malicious,0.0,1.0
US Marine Corps Close Combat,com.milodroid.combatpro,Books & Reference,Malicious,0.0,1.0
A Buen Juez Mejor Testigo,com.libromovil.juez,Books & Reference,Malicious,0.0,1.0
Learn Marathi,com.quizmine.androidmarathi,Books & Reference,Malicious,0.0,1.0
Christmas Delivery,com.btgn.christmasdelivery,Books & Reference,Malicious,0.0,1.0
Four Arthurian Romances,com.ChretienDeTroyes,Books & Reference,Malicious,0.0,1.0
Norwegian Turkish Dictionary,nor.tur.dictionary,Education,Malicious,0.0,1.0
Learn Spanish for Tab-Preview,com.quizmine.tab.learnspanishpreview,Books & Reference,Malicious,0.0,1.0
Just Jill,com.digimediaapps.Just_Jill,Books & Reference,Malicious,0.0,1.0
Death,com.digimediaapps.Death,Books & Reference,Malicious,0.0,1.0
??stiklal Mar????,tr.gen.hyper.istiklalmarsi,Books & Reference,Malicious,0.0,1.0
Past Tense Questions,com.past.positives.dialogue.all.demo,Education,Malicious,0.0,1.0
The Good Soldier By Ford Madox,com.FordMadoxFord,Books & Reference,Malicious,0.0,1.0
??Hola!,com.movinapp.hola,Education,Malicious,0.0,1.0
French Turkish Dictionary,fre.tur.dictionary,Education,Malicious,0.0,1.0
Memory Training (Smart Guide),com.pixidapp.memorytrainingzip,Education,Malicious,0.0,1.0
Heroes Live Forever,com.btgn.heroessample,Books & Reference,Malicious,0.0,1.0
Angol sz??t??r,tinyappworks.dictionary,Books & Reference,Malicious,0.0,1.0
Kids ABC Letters,com.anahoret.android.letters,Education,Malicious,0.0,1.0
Anlaute lernen f??r Kinder,tk.pankratz.anlautelernen,Education,Malicious,0.0,1.0
Optical Delusions Deadwood Sam,com.btgn.deadwood2samp,Books & Reference,Malicious,0.0,1.0
Sea Creatures Discovery,kidsandi.seacreatures,Education,Malicious,0.0,1.0
MATH TRAINING,sci.koomon,Education,Malicious,0.0,1.0
