App,Package,Category,BaselinePrivacyScore,TrueLabel,Disagreement
Ideal by FlaGirl,mobi.flagirl.idealbyflagirl,Personalization,0.0,Malicious,1.0
ThisIsHalloween! GO Theme,com.mommadeuce.go.launcherex.theme.nightmaregotheme,Personalization,0.0,Malicious,1.0
Iron Man LITE Live Wallpaper,com.waikin.ironlite2,Personalization,0.0,Malicious,1.0
ADW.Theme.Two (WhitVert),org.adw.theme.two.whitvert,Personalization,0.0,Malicious,1.0
Athletic Training flashcards,com.jass.athl,Health & Fitness,0.0,Malicious,1.0
Air Jordan Retro 5 Theme,com.AirJordanRetro5Theme,Personalization,0.0,Malicious,1.0
Breakfast Time Theme,mobi.bbase.ahome.theme.breakfasttime,Personalization,0.0,Malicious,1.0
Flowers of Color,mobi.flagirl.flowersofcolor,Personalization,0.0,Malicious,1.0
Early Autumn Theme,mobi.mommadeuce.earlyautumn,Personalization,0.0,Malicious,1.0
DJ Skull Live Wallpaper,ua.sharkymobile.ab.djskull,Personalization,0.0,Malicious,1.0
Cute Bears,mobi.flagirl.cutebears,Personalization,0.0,Malicious,1.0
Last Longer in Sex,com.rjkandroid.LastLongerinSex,Lifestyle,0.0,Malicious,1.0
Texas Tech Live Wallpaper,com.dankei.texastechlwpro,Sports,0.0,Malicious,1.0
Talk Spanish,de.omsn.bhuio.talkSpanish,Travel & Local,0.0,Malicious,1.0
World Trade Center LWP,com.custom.lwp.towerstwin,Personalization,0.0,Malicious,1.0
Magic Lotus Journey free vers,lotus.tunnelf,Personalization,0.0,Malicious,1.0
Dragon Sky&White,com.dmf.wall.DragonSkyWhite,Personalization,0.0,Malicious,1.0
Overcome Jealousy,com.self.semotional18start,Health & Fitness,0.0,Malicious,1.0
Black Beauty (crazyhome),mobi.flagirl.blackbeauty,Personalization,0.0,Malicious,1.0
White Elegance (Crazyhome),mobi.flagirl.whiteelegance,Personalization,0.0,Malicious,1.0
Black Water Live Wallpaper,ua.sharkymobile.ab.blackwater,Personalization,0.0,Malicious,1.0
PronoSynthesis,com.spyfox.android.app.pronoSynthesis,Sports,0.0,Malicious,1.0
MyMHPS,com.ebex.mymhps,Shopping,0.0,Malicious,1.0
TOMB RAIDER THEME HD,com.nd.android.pandatheme.p_tr,Personalization,0.0,Malicious,1.0
Go Facedroid,com.gau.go.launcherex.theme.facedroid,Personalization,0.0,Malicious,1.0
Indonesia Disaster Relief,com.Indonesia,Lifestyle,0.0,Malicious,1.0
Halloween Live Wallpaper FREE,com.wizeapps.wallpaper.halloween.full,Personalization,0.0,Malicious,1.0
X-Rays and Body Scans,com.pixidapp.xraysandscanszip,Medical,0.0,Malicious,1.0
Dental Prescritor,com.williamha.dentalprescritor,Medical,0.0,Malicious,1.0
It's Electric,mobi.flagirl.itselectric,Personalization,0.0,Malicious,1.0
AutumnBliss Theme,mobi.mommadeuce.autumnbliss,Personalization,0.0,Malicious,1.0
Salaya Tram,org.dyndns.pawitp.salayatrammap,Transportation,0.0,Malicious,1.0
Cartoon Theme GO Launcher EX,com.gau.go.launcherex.theme.blue,Personalization,0.0,Malicious,1.0
Sweet Skulls Live Wallpaper,ua.sharkymobile.vs.sweetskulls,Personalization,0.0,Malicious,1.0
Sea Turtle Under Water LWP,com.custom.lwp.seaturtlewatercorinne,Personalization,0.0,Malicious,1.0
Ritzy Glitz Theme,mobi.mommadeuce.ritzyglitz,Personalization,0.0,Malicious,1.0
Punk Life (Crazyhome),mobi.flagirl.punklife,Personalization,0.0,Malicious,1.0
Touch Finger LWP Sea Turtle,com.mcl.lwp.Touch_Finger_LWP_Sea_Turtle,Personalization,0.0,Malicious,1.0
Vortex Galaxy,com.maxelus.vortexgalaxylivewallpaper,Personalization,0.0,Malicious,1.0
Honeycomb LPP BW Icon Pack,com.aac.lpphcbwicons,Personalization,0.0,Malicious,1.0
HyperSpace3D Pro LiveWallpaper,com.mai.livewallpaper.hyperspace,Personalization,0.0,Malicious,1.0
Sex Education,com.rjkandroid.SexEducation,Lifestyle,0.0,Malicious,1.0
Holiday Kitchen-Turkey Time,com.ydm.showapp.holidaykitchen,Lifestyle,0.0,Malicious,1.0
Soccer,com.ptajmarketing.Soccer,Sports,0.0,Malicious,1.0
????????? ???????????? ?????? ?????????,neopark.app.livewallpaper.idolman,Lifestyle,0.0,Malicious,1.0
Disaster Survival Plan,com.appmk.book.AOTJSFNJVYPDLFBM,Health & Fitness,0.0,Malicious,1.0
Gratitude Attitude,com.self.sxconfidence58start,Health & Fitness,0.0,Malicious,1.0
Forty-Four Turkish Fairy Tales,indiaNIC.android.FortyfourTurkishFairyTales,Lifestyle,0.0,Malicious,1.0
?????????????????????????????????,jp.co.yukikaze.foodbook,Health & Fitness,0.0,Malicious,1.0
I love xxx!,jp.co.indexweb.idxhome.ilx,Personalization,0.0,Malicious,1.0
IT-Squat Cardio Level 3,com.palmfitapps.squatcardiolevel3,Health & Fitness,0.0,Malicious,1.0
Forever Thankful Icon Pack,mobi.mommadeuce.foreverthankfuliconpack,Personalization,0.0,Malicious,1.0
Manchester United,com.ppl.ManUnited,Sports,0.0,Malicious,1.0
Dolphin-Champion!Free,com.dmf.wall.DolphinRainbowMK2Free,Personalization,0.0,Malicious,1.0
Orange Paisley,mobi.flagirl.orangepaisleybyflagirl,Personalization,0.0,Malicious,1.0
EU Flags Live Wallpaper,fishnoodle.flag_eu,Personalization,0.0,Malicious,1.0
Dolphin-Champion!,com.dmf.wall.DolphinRainbowMK2,Personalization,0.0,Malicious,1.0
Wannabe,mobi.mommadeuce.wannabe,Personalization,0.0,Malicious,1.0
Keep out !,jp.co.indexweb.idxhome.keepout,Personalization,0.0,Malicious,1.0
alart !,jp.co.indexweb.idxhome.arart,Personalization,0.0,Malicious,1.0
Heart,jp.co.indexweb.idxhome.heart,Personalization,0.0,Malicious,1.0
Pistis Sophia,indiaNIC.android.PistisSophia,Lifestyle,0.0,Malicious,1.0
Pretty in Pink (CrazyHome),mobi.flagirl.prettyinpink,Personalization,0.0,Malicious,1.0
powerspot01,jp.co.indexweb.idxhome.powerspot01,Personalization,0.0,Malicious,1.0
Turtle World Live Wallpaper,com.custom.lwp.turtleworld,Personalization,0.0,Malicious,1.0
CALCULADORA RIESGO CV Y PSORIA,com.ec_europe.calculadoramedica,Medical,0.0,Malicious,1.0
Flag Fresh,sonjoy.KoreanFlag,Travel & Local,0.0,Malicious,1.0
Rock Of Death Live Wallpaper,com.scarlette.rockofdeath,Personalization,0.0,Malicious,1.0
Paris At Night Live Wallpaper,ua.sharkymobile.al.parisatnight,Personalization,0.0,Malicious,1.0
Grave Guardian Live Wallpaper,com.custom.lwp.graveguardian,Personalization,0.0,Malicious,1.0
Stress Management Training,com.self.strmanagementstart,Lifestyle,0.0,Malicious,1.0
Texas Flag Sticker Widget,com.hedgesoftsolutions.widgets.texasflag,Personalization,0.0,Malicious,1.0
BadA** Princess,mobi.mommadeuce.badassprincess,Personalization,0.0,Malicious,1.0
Eugene de Blaas LiveWallpaper,neopark.app.livewallpaper.blasslive,Lifestyle,0.0,Malicious,1.0
Mobile Music Turntable Live WP,ua.sharkymobile.at.musicturntable,Personalization,0.0,Malicious,1.0
Cute Dolls (Crazy Home),mobi.flagirl.cutedollstheme,Personalization,0.0,Malicious,1.0
Italian in Pictures Trip Trial,com.travel.learn.italian.trial,Travel & Local,0.0,Malicious,1.0
PicSay Pro Font Pack,com.shinycore.fonts.kimberlygeswein.a,Personalization,0.0,Malicious,1.0
Zombie Pop Live Wallpaper,com.yorkit.zzpoplwlite,Personalization,0.0,Malicious,1.0
Anaesthesia,anaesthesia.exotic,Medical,0.0,Malicious,1.0
Grave Lover Live Wallpaper,com.custom.lwp.gravelover,Personalization,0.0,Malicious,1.0
Texas Longhorns LWP,com.accesslane.livewallpaper.texaslonghorns,Personalization,0.0,Malicious,1.0
Aquarium Donation L. Wallpaper,fishnoodle.aquarium,Personalization,0.0,Malicious,1.0
NIRVANA,jp.co.indexweb.idxhome.nirvana,Personalization,0.0,Malicious,1.0
Cube USA LWP simple,fr.prokaryo.cubeLWP.USA.simple,Personalization,0.0,Malicious,1.0
SummerNights,mobi.mommadeuce.summernights,Personalization,0.0,Malicious,1.0
Travel San Diego,com.mobilereference.travelsandiego,Travel & Local,0.0,Malicious,1.0
Space warper full version,mobile.visuals.inter.curves,Personalization,0.0,Malicious,1.0
Twin Towers Live Wallpaper,com.corinne.twintowers,Personalization,0.0,Malicious,1.0
Talk American,de.omsn.bhuio.talkAmerican,Travel & Local,0.0,Malicious,1.0
Blood donation calculator,tk.goblivion.blutspenderechner,Medical,0.0,Malicious,1.0
aBMI,com.gasolin.android.abmi,Health & Fitness,0.0,Malicious,1.0
The Confessions Of Saint Augu.,indiaNIC.android.TheConfessionsOfSaintAugustine,Lifestyle,0.0,Malicious,1.0
Transformers theme,com.nd.android.pandatheme.p_1transformers_theme1,Personalization,0.0,Malicious,1.0
Cute Dolls Christmas,mobi.flagirl.cutedollschristmastheme,Personalization,0.0,Malicious,1.0
Aquarium Live Wallpaper,fishnoodle.aquarium_free,Personalization,0.0,Malicious,1.0
G-UI Go Launcher EX Theme,com.gau.go.launcherex.theme.qfrai,Personalization,0.0,Malicious,1.0
Tornado Storm Live Wallpaper,com.prosama.tornadostormlwp,Personalization,0.0,Malicious,1.0
Palm Tree Sunset Live WP,ua.sharkymobile.kb.palmtreesunset,Personalization,0.0,Malicious,1.0
Pink Tornado Live wallpaper,com.custom.lwp.pinktornadoo,Personalization,0.0,Malicious,1.0
GPS Status,com.eclipsim.gpstoolbox.pro,Travel & Local,0.0,Malicious,1.0
Premium US Radardroid Database,com.ventel.android.radardroid2.rlcpoi,Travel & Local,0.0,Malicious,1.0
USAF Fitness Test Calculator,com.cityjams.calculators.usaffp,Health & Fitness,0.0,Malicious,1.0
Snowfall Free Live Wallpaper,fishnoodle.snowfall_free,Personalization,0.0,Malicious,1.0
Disc Tunnel live wallpaper,com.Discs2,Personalization,0.0,Malicious,1.0
Diamond Butterfly Live WP,ua.sharkymobile.ab.diamondbutterfly,Personalization,0.0,Malicious,1.0
Simple Digital Clock widget,factory.widgets.SimpleDigital,Personalization,0.0,Malicious,1.0
Cute Frog Live Wallpaper,com.custom.lwp.CuteFrog,Personalization,0.0,Malicious,1.0
Pray for Japan Sushi Clock,prayforjapan.sushiclock.v20110311,Lifestyle,0.0,Malicious,1.0
Creepy Crawlies Theme,mobi.mommadeuce.creepycrawlies,Personalization,0.0,Malicious,1.0
Dental Reference for Tablet,com.quizmine.tab.dental,Medical,0.0,Malicious,1.0
ConfederateFlag Sticker Widget,com.hedgesoftsolutions.widgets.confederateflag,Personalization,0.0,Malicious,1.0
Font SMS Bundle 4 (50 Fonts!),com.smsfontbundle4.mociniapps,Personalization,0.0,Malicious,1.0
ThisIsHalloween! Icon Pack,mobi.mommadeuce.nightmareiconpack,Personalization,0.0,Malicious,1.0
Glamour Pink,mobi.flagirl.glamourpink,Personalization,0.0,Malicious,1.0
ADA NBDE Part II Exam Prep,com.dblpartners.nbde,Health & Fitness,0.0,Malicious,1.0
Ice Galaxy,com.maxelus.icegalaxylivewallpaper,Personalization,0.0,Malicious,1.0
Rainbow Dolphin Live Wallpaper,ua.sharkymobile.ec.rainbowdolphin,Personalization,0.0,Malicious,1.0
Medico Dental,com.williamha.medicodental,Medical,0.0,Malicious,1.0
Lets Cuddle Crazyhome,mobi.flagirl.letscuddle,Personalization,0.0,Malicious,1.0
aHome/Open Home Pink Theme,mobi.bbase.ahome.theme.Pink,Personalization,0.0,Malicious,1.0
ADW.Elegant Theme,com.jaguirre.elegant,Personalization,0.0,Malicious,1.0
Songs Of Kabir Tr. By Tagore,indiaNIC.android.SongsOfKabir,Lifestyle,0.0,Malicious,1.0
Symphony of Colors,com.maxelus.colorslivewallpaper,Personalization,0.0,Malicious,1.0
Jingle Bell Theme,mobi.mommadeuce.jinglebell,Personalization,0.0,Malicious,1.0
EmoGirl,mobi.mommadeuce.emogirl,Personalization,0.0,Malicious,1.0
Spanish in Pictures Trip Trial,com.travel.learn.spanish.trial,Travel & Local,0.0,Malicious,1.0
AsthmaCheck,com.asthmacheck,Medical,0.0,Malicious,1.0
Russian in Pictures Trip Trial,com.travel.learn.russian.trial,Travel & Local,0.0,Malicious,1.0
Smoky Neon Skull Wallpaper,ua.sharkymobile.rb.smokyneonskull,Personalization,0.0,Malicious,1.0
[Hyomi]Rabbit live wallpaper,net.hyomi.livewallpaper.rabbit,Personalization,0.0,Malicious,1.0
Cooking Like a Chef,com.ptajmarketing.CookingLikeaCh,Shopping,0.0,Malicious,1.0
Graveyard Spirit Live Wallpape,com.custom.lwp.spgravexx,Personalization,0.0,Malicious,1.0
Blah Blah Blah Pink,mobi.flagirl.blahblahblahpink,Personalization,0.0,Malicious,1.0
FuelLogPro License Key,ch.simonmorgenthaler.fuellogpro,Transportation,0.0,Malicious,1.0
Never Ending Blue Tunnel LWP,com.custom.lwp.bluetunnelandroidappsmb,Personalization,0.0,Malicious,1.0
BoltonCalc,com.bolton,Medical,0.0,Malicious,1.0
Toothbrush Helper (Full),albr.android.toothbrushhelper,Health & Fitness,0.0,Malicious,1.0
Turkey Walk Live Wallpapers,app.turkeydancing,Personalization,0.0,Malicious,1.0
Munich Subway,com.raum.app.transit.munichtransit,Travel & Local,0.0,Malicious,1.0
Halloween Live Wallpaper,com.custom.lwp.LWPhalloween,Personalization,0.0,Malicious,1.0
Dog Health Guide,com.DogHealthGuide.book.AOTFSDEHSQIATWDHV,Lifestyle,0.0,Malicious,1.0
Floating Turtle Live Wallpaper,com.custom.lwp.turtleflotff,Personalization,0.0,Malicious,1.0
Nightmare Meanings,com.pixidapp.nitemareszip,Medical,0.0,Malicious,1.0
TS Translator [CLASSIC],com.tss21.main,Travel & Local,0.0,Malicious,1.0
Dog Training Tips,com.rkj.DogTrainingTips,Lifestyle,0.0,Malicious,1.0
BecquerelConversion,sukiyaki.project.becquerelconversion,Health & Fitness,0.0,Malicious,1.0
Space Balls Live Wallpaper,ua.sharkymobile.rb.spaceballs,Personalization,0.0,Malicious,1.0
PhotoWall Upgrade,com.larvalabs.photowall.unlock,Personalization,0.0,Malicious,1.0
Baby Showers,com.ptajmarketing.BabyShowers,Shopping,0.0,Malicious,1.0
Turkey Thanksgiving Live Wallp,com.custom.lwp.thanksturxx,Personalization,0.0,Malicious,1.0
Euripides And His Age,indiaNIC.android.EuripidesAndHisAge,Lifestyle,0.0,Malicious,1.0
Los Angeles Subway Map,los.angeles.subway.map,Travel & Local,0.0,Malicious,1.0
Grave Sites,apps.dps.gravesites,Personalization,0.0,Malicious,1.0
Fire Cross Skull Wallpaper,ua.sharkymobile.rb.firecrossskull,Personalization,0.0,Malicious,1.0
TravelBook Istanbul,com.osa.android.travelbook.istanbul,Travel & Local,0.0,Malicious,1.0
ProVideos: AdamScott,com.iswingapp.iswingas,Sports,0.0,Malicious,1.0
Freight Night Live Wallpaper,com.rose.freightnight,Personalization,0.0,Malicious,1.0
Jitting Sea Turtle LWP,com.custom.lwp.jittingturtlecorinne,Personalization,0.0,Malicious,1.0
Princess Crown Live Wallpaper,ua.sharkymobile.ab.princesscrown,Personalization,0.0,Malicious,1.0
Glycemic Index,com.ptajmarketing.GlycemicIndex,Health & Fitness,0.0,Malicious,1.0
Hand Turkey Live Wallpapers,app.handturkey,Personalization,0.0,Malicious,1.0
7 Deadly Sins,mobi.mommadeuce.envy,Personalization,0.0,Malicious,1.0
NAC Road Service,com.thenac.nacroadsvc,Travel & Local,0.0,Malicious,1.0
Espresso UI for MT4G 2.2.1,richiedaze.mt4g.theme.Espresso,Personalization,0.0,Malicious,1.0
Psycho Tunnel Live Wallpaper,ua.sharkymobile.at.psychotunnel,Personalization,0.0,Malicious,1.0
Tortoise Ride Live Wallpaper,com.custom.lwp.TotoiseRide,Personalization,0.0,Malicious,1.0
Monster Jam Live Wallpaper,com.simplyusefulapps.android.wallpaper.monsterjam,Personalization,0.0,Malicious,1.0
Berlin Manual,com.berlin,Travel & Local,0.0,Malicious,1.0
