App,Package,Category,TrueLabel,Score,Disagreement
Lizardry Demo,com.reflectivelayer.lizardrydemo,Casual,Malicious,0.0,1.0
Strauss-Kahn Traps,com.quaysys,Arcade & Action,Malicious,0.0,1.0
Truck Demolisher LITE,air.androdemolisher11lite,Racing,Malicious,0.0,1.0
Tic  Tac Toe Smart AI,com.tictactoejeffrey,Casual,Malicious,0.0,1.0
Thruster,kutamba.thrusterpaid,Arcade & Action,Malicious,0.0,1.0
CARS,com.makayama.CARS,Arcade & Action,Malicious,0.0,1.0
Catan,com.exozet.android.catan,Brain & Puzzle,Malicious,0.0,1.0
Droid Tower Defense FREE,com.southsourced.game.toweraefree,Arcade & Action,Malicious,0.0,1.0
ZOMBIE CEMENTERY,air.ZOMBIE,Arcade & Action,Malicious,0.0,1.0
Dressup Maidens Punk Donate,air.dmgothicpunkstyledonate,Casual,Malicious,0.0,1.0
infeCCt,com.hg.infecct,Brain & Puzzle,Malicious,0.0,1.0
iVelha,com.iaggames.ivelha,Arcade & Action,Malicious,0.0,1.0
Tooth Defence,processing.android.test.teeth_android,Arcade & Action,Malicious,0.0,1.0
3D Tic Tac Toe,air.A3DTICTACTOE,Casual,Malicious,0.0,1.0
Andy's Turkey Fry,pop.game.aw.thanksgiving,Arcade & Action,Malicious,0.0,1.0
Rogue,com.klemstinegroup.rogue,Arcade & Action,Malicious,0.0,1.0
Rush Hour,mainwood.android.rushhour,Brain & Puzzle,Malicious,0.0,1.0
Kids memory game,com.appquiz.memory.game,Brain & Puzzle,Malicious,0.0,1.0
Pyro Maze,air.PyroMaze,Brain & Puzzle,Malicious,0.0,1.0
Classical Tic Tac Toe,trial.two,Casual,Malicious,0.0,1.0
Tomb Treasure,com.auer.rode.zhtw,Brain & Puzzle,Malicious,0.0,1.0
Texas Holdem Calculator,com.pokercalculator,Cards & Casino,Malicious,0.0,1.0
Tic tac toe,jp.ac.meisei_u.j508_118.marubatu,Brain & Puzzle,Malicious,0.0,1.0
Spanish Words Pack,com.applimobile.wordpack3,Casual,Malicious,0.0,1.0
Oedipus,air.com.playchilla.oedipus,Brain & Puzzle,Malicious,0.0,1.0
Dirt Race,com.Charismatix.DirtRace,Racing,Malicious,0.0,1.0
Funny turtle,com.nbscoder,Casual,Malicious,0.0,1.0
Toy Shape Puzzle Pro,wisemon.puzzle.piece.toy.pro,Brain & Puzzle,Malicious,0.0,1.0
Bloons Tower Defence 4 APP,br.com.ath.games.bloonstowerdefence4app,Arcade & Action,Malicious,0.0,1.0
Cat Runner CHIP,jp.ucc.nekojamper,Arcade & Action,Malicious,0.0,1.0
Baby Toy,com.idle.babytoy,Casual,Malicious,0.0,1.0
F18 Carrier Landing,it.rortos.f18carrierlanding,Arcade & Action,Malicious,0.0,1.0
Tic-Tac-Toe,net.kadigan.sciencefair2010.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Ships,LiborVasa.Ships,Brain & Puzzle,Malicious,0.0,1.0
iWar Monster Truck Madness,org.IcecreamDriverZ,Arcade & Action,Malicious,0.0,1.0
Easy Piano Two Point Touch,com.TestPainoClass,Brain & Puzzle,Malicious,0.0,1.0
EarGame Intervals,air.woodychastain.EarGameIntervals,Brain & Puzzle,Malicious,0.0,1.0
Good Night Star,com.neuronicgames.goodnightstar,Casual,Malicious,0.0,1.0
Animal Puzzle,com.animalpack,Brain & Puzzle,Malicious,0.0,1.0
Tic Tac Toe,com.phonegap.miloqtictactoe,Brain & Puzzle,Malicious,0.0,1.0
BB Rally Lite,com.byrosoft.bbrallylite,Racing,Malicious,0.0,1.0
IHideUFind-Drawers,com.coeussys.IHideUFindDrawers,Casual,Malicious,0.0,1.0
TicTacToe,Friisware.TicTacToe,Brain & Puzzle,Malicious,0.0,1.0
Piano Pitch Training,com.veitch.themelodymaster.ppt,Brain & Puzzle,Malicious,0.0,1.0
Schafkopf / Sheepshead,rackoon.schafkopf,Cards & Casino,Malicious,0.0,1.0
Trap the Cat,trapthecat.com,Brain & Puzzle,Malicious,0.0,1.0
Kids Elementary Grades Pack,com.applimobile.wordpack4,Brain & Puzzle,Malicious,0.0,1.0
Vancouver Riots The Game Demo,com.skyboardsoftware.vancouverriotsthegame,Casual,Malicious,0.0,1.0
Firetruck Rescue!,com.thingker.firetruckrescue,Racing,Malicious,0.0,1.0
Driving Range Golf,com.tgray.games.drivingrangegolf,Sports Games,Malicious,0.0,1.0
"Poker [$1,45]",simplesols.artpoker,Cards & Casino,Malicious,0.0,1.0
Solitaire MegaPack,com.tesseractmobile.solitairemulti,Cards & Casino,Malicious,0.0,1.0
Monster Baiter,com.prescience.android.monsterbaiter,Casual,Malicious,0.0,1.0
Jean-Clawed,com.appfamily.jeanclawed,Casual,Malicious,0.0,1.0
IHideUFind-Extreme,com.coeussys.IHideUFindExtreme,Casual,Malicious,0.0,1.0
TileFun Slide Puzzle,net.matdrucks.tilefunEssential,Brain & Puzzle,Malicious,0.0,1.0
Crazy Hamster,com.Gamelion.CrazyHamster,Arcade & Action,Malicious,0.0,1.0
Texas Hold'Em Calculator,texas.poker,Cards & Casino,Malicious,0.0,1.0
Puzzlers!,com.davidnixon.puzzlers,Brain & Puzzle,Malicious,0.0,1.0
Logical,com.pinkcherry.logical,Brain & Puzzle,Malicious,0.0,1.0
Virtual Turtle (web),com.dseffects.virtualturtle_web,Casual,Malicious,0.0,1.0
Brain Training Janken!,com.zan.jppnotoreeng,Brain & Puzzle,Malicious,0.0,1.0
Dragon Chaser,com.easytime.dragonchaser,Arcade & Action,Malicious,0.0,1.0
Miners 4k,com.bartsource.Miners4k,Casual,Malicious,0.0,1.0
Touch Pool 2D Lite,com.selticeapps.poollite,Sports Games,Malicious,0.0,1.0
Tic Tac Toe Widget,org.firezenk.tictacwidget,Brain & Puzzle,Malicious,0.0,1.0
Bendy Beams,com.bendybeams.android,Brain & Puzzle,Malicious,0.0,1.0
Baby's Animal Show,com.windmillapps.animalshow,Casual,Malicious,0.0,1.0
Tic Tac Toe Classic,com.murray.tictactoe,Arcade & Action,Malicious,0.0,1.0
Maejong,com.eitan.maejong,Brain & Puzzle,Malicious,0.0,1.0
Tunnel Runner,com.varun.ramesh.tunnel.runner,Arcade & Action,Malicious,0.0,1.0
Tic Tac Toe Full,com.gagabunch.tictactoefull,Brain & Puzzle,Malicious,0.0,1.0
The Sheep Rebel! Lite,vishnu.Indukuri.TigerSheep,Brain & Puzzle,Malicious,0.0,1.0
Midnight Bowling 2,com.gameloft.android.MBO2,Casual,Malicious,0.0,1.0
Tic Tac Toe 3D,com.fivestarapplications.TicTacToe3D,Brain & Puzzle,Malicious,0.0,1.0
Lines,ua.odessa.krizai.android.lines2,Brain & Puzzle,Malicious,0.0,1.0
Fun-Putt Mini Golf,com.selticeapps.funfunminigolf,Sports Games,Malicious,0.0,1.0
Mobile Tv,com.mtvappc,Cards & Casino,Malicious,0.0,1.0
long jump biker,air.longjump,Sports Games,Malicious,0.0,1.0
Gravity Point Lite,com.eviple.android.drops,Brain & Puzzle,Malicious,0.0,1.0
Brain Splatter,mobi.fatparrot.game.brainsplatter,Brain & Puzzle,Malicious,0.0,1.0
Lizanity Tower Defense,com.lizanityfull,Arcade & Action,Malicious,0.0,1.0
IHideUFind-Random,com.coeussys.IHideUFindRandom,Casual,Malicious,0.0,1.0
Big League Brawl,com.tauntr.blb,Arcade & Action,Malicious,0.0,1.0
Ring of Fire,com.TurtleShell.rof,Cards & Casino,Malicious,0.0,1.0
FishFarts Kids,com.kansysapps.fishfartskids,Arcade & Action,Malicious,0.0,1.0
Fukushima Nuclear Plant Mark1,orianthi.f1mark12d2,Brain & Puzzle,Malicious,0.0,1.0
Two Dice 3D,com.frankmeyeredv.twodice3d,Cards & Casino,Malicious,0.0,1.0
Mojo SNES (Super Nintendo Emu),com.momojo.snes,Arcade & Action,Malicious,0.0,1.0
Crossword (US),com.teazel.crossword.us.full,Brain & Puzzle,Malicious,0.0,1.0
Tic-Tac-Toe,com.fribblesoft.ttt,Brain & Puzzle,Malicious,0.0,1.0
CountUp,jp.android.ts.countup,Casual,Malicious,0.0,1.0
HD Train Stare,air.TrainStare,Brain & Puzzle,Malicious,0.0,1.0
Ghost Tower Defense FREE,com.ghosttdfree,Arcade & Action,Malicious,0.0,1.0
Noughts and Crosses,nl.patrick.noughts,Brain & Puzzle,Malicious,0.0,1.0
Piano Interval Training,com.veitch.themelodymaster.pit,Brain & Puzzle,Malicious,0.0,1.0
Tic Tac Toe,GAMES.EA5055,Brain & Puzzle,Malicious,0.0,1.0
Book Tower Madness,game.BookTowerMadness,Brain & Puzzle,Malicious,0.0,1.0
TIC TAC TOE MRG Trial,com.champ.android.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Finger Trainer,com.scotware.fngrtrnr,Arcade & Action,Malicious,0.0,1.0
Gunship-3D,com.phanovatives.gunship3d_android,Arcade & Action,Malicious,0.0,1.0
Lucent LE,com.TenBitGames.LucentLE,Brain & Puzzle,Malicious,0.0,1.0
Moetch Brain Training kimono,air.moetchyukata,Brain & Puzzle,Malicious,0.0,1.0
The Harbor,noamparvin.theharbor,Arcade & Action,Malicious,0.0,1.0
Tilt Mini Golf,net.pierrox.gravity_golf.ext_course.easy,Arcade & Action,Malicious,0.0,1.0
Honeycomb TTD Theme,com.sloy.tictacdroide.theme.honeycomb,Brain & Puzzle,Malicious,0.0,1.0
The Lesbian Quiz,com.androidbook.thelesbianquiz,Casual,Malicious,0.0,1.0
CubeClacker,com.cubeclacker,Casual,Malicious,0.0,1.0
PhoneFraze,theandroidworks.apps.PFSkin_MoviesTV,Casual,Malicious,0.0,1.0
BomberDroid (Test),ua.org.linsalion.games.bomberdroid,Arcade & Action,Malicious,0.0,1.0
Treasure Hunt (Full),de.pajesystems.treasurehuntfull,Brain & Puzzle,Malicious,0.0,1.0
Tic Tac Toe,com.games.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Logical LITE,com.pinkcherry.logicallite,Brain & Puzzle,Malicious,0.0,1.0
Abula Tower Defense,com.titan.abulatowerdefense,Arcade & Action,Malicious,0.0,1.0
Boneyboy,mobisation.boneyboy,Arcade & Action,Malicious,0.0,1.0
N in a Row,com.tyndra.ttt.free,Brain & Puzzle,Malicious,0.0,1.0
Coin Tower Builder,game.cointowerbuilder,Brain & Puzzle,Malicious,0.0,1.0
PortalKeeper,com.portalkeeper,Arcade & Action,Malicious,0.0,1.0
Turkey Shoot,com.rorphox.turkey,Arcade & Action,Malicious,0.0,1.0
Turkey Puzzle for Kids,air.turkeyPuzzle,Brain & Puzzle,Malicious,0.0,1.0
Blossom Solitaire,com.riadd.flowers,Brain & Puzzle,Malicious,0.0,1.0
IHideUFind-Toys,com.IHideUFind,Casual,Malicious,0.0,1.0
BrainCalc,jp.android.ts.keisan,Casual,Malicious,0.0,1.0
Big Tic Tac Toe,com.gc.android.bigtictactoe,Brain & Puzzle,Malicious,0.0,1.0
Tea-Tac-Toe,com.jaydot2.games.teatactoe,Brain & Puzzle,Malicious,0.0,1.0
Ultimate Cricket 11 World Cup,com.synqua.game.cricket320,Sports Games,Malicious,0.0,1.0
Air Hockey,com.jjcgames.android.airhockey,Sports Games,Malicious,0.0,1.0
Tunnel Bowling,com.mikapps.TunnelBowling,Arcade & Action,Malicious,0.0,1.0
Shaking Tower Panda (Ad-Free),com.aetherelephant.shakingtowerpanda.adfree,Brain & Puzzle,Malicious,0.0,1.0
UH OH EYEBALLS!,com.kilowind.uhoheyeballs,Arcade & Action,Malicious,0.0,1.0
Animal world for kids LITE,com.appquiz.secret.animalslite,Brain & Puzzle,Malicious,0.0,1.0
Rocket Dream,com.Charismatix.RocketDream,Arcade & Action,Malicious,0.0,1.0
Mojo Genesis -Sega Genesis Emu,com.momojo.genesis,Arcade & Action,Malicious,0.0,1.0
Are You Gay?,com.androidbook.rugayquiz,Casual,Malicious,0.0,1.0
Las Vegas Don'ts,com.ignite.lasvegasdonts,Cards & Casino,Malicious,0.0,1.0
IHideUFind-Collections,com.coeussys.IHideUFindCollections,Casual,Malicious,0.0,1.0
Dweller,org.roguelikedevelopment.dweller.android,Arcade & Action,Malicious,0.0,1.0
Star Shipping Inc.,com.CorbomiteGames.StarShippingHD,Brain & Puzzle,Malicious,0.0,1.0
Machine Maker,com.scs.gears,Casual,Malicious,0.0,1.0
Sid Meier's Railroad Tycoon,c2ma.android.railroad,Brain & Puzzle,Malicious,0.0,1.0
Twistype: Word puzzle,com.tonykay.twisttype,Brain & Puzzle,Malicious,0.0,1.0
Hunting Master,com.dirtydroid.droidhunter,Arcade & Action,Malicious,0.0,1.0
Fluffy Balls,org.fixistudios.fluffyballs,Brain & Puzzle,Malicious,0.0,1.0
Baby's Animal Show,com.windmillapps.animalshow,Casual,Malicious,0.0,1.0
Robo Defense Helper,com.robodefensehelp,Arcade & Action,Malicious,0.0,1.0
Popular Tic Tac Toe,my.TicTacToe,Brain & Puzzle,Malicious,0.0,1.0
Heku Series Trivia 5 and 6,hekuseries.trivia3,Brain & Puzzle,Malicious,0.0,1.0
Tilt Mini Golf,net.pierrox.gravity_golf.ext_course.mazes_pack_1,Arcade & Action,Malicious,0.0,1.0
Touch 4 Kids,no.dkit.android.touch4kids,Casual,Malicious,0.0,1.0
Rubble Racer,air.RubbleRacer,Arcade & Action,Malicious,0.0,1.0
Heku Series Trivia 3 and 4,hekuseries.trivia2,Brain & Puzzle,Malicious,0.0,1.0
Farm Tower Lite (Deprecated),org.anddev.farmtower.lite,Casual,Malicious,0.0,1.0
Simple 3T Tic Tac Toe,com.infinitemargin.simple3t,Casual,Malicious,0.0,1.0
Tic Tac Toe Game,com.tictactoe.game.rubiks,Casual,Malicious,0.0,1.0
Bouncy Bill,mominis.Generic_Android.Bouncy_Bill,Arcade & Action,Malicious,0.0,1.0
X O  Tic Tac Toe  X O,com.PennyPiece.tictactoe,Casual,Malicious,0.0,1.0
Tower of Hanoi,com.codeaholic.hanoi,Brain & Puzzle,Malicious,0.0,1.0
Circuit Racer 3D Racing Game,com.sulaba.circuitracer,Racing,Malicious,0.0,1.0
infeCCt,com.hg.infecct,Brain & Puzzle,Malicious,0.0,1.0
Core Damage,com.qubop.coredamage,Arcade & Action,Malicious,0.0,1.0
Ultimate Cricket '11 World Cup,com.synqua.game.full800,Sports Games,Malicious,0.0,1.0
Tractor & Fight the Landlord,name.w.netcard,Cards & Casino,Malicious,0.0,1.0
Slip Slip Lite,jp.powerfultoast.android.slipsliplite,Arcade & Action,Malicious,0.0,1.0
Rugby Trivia,com.cs.apps.rugtriv,Casual,Malicious,0.0,1.0
Tank Ace 1944,com.resetgame.tankace1944,Arcade & Action,Malicious,0.0,1.0
Animal Friends,com.scottdraves.AnimalFriends,Casual,Malicious,0.0,1.0
Boggle Board,tk.patthoyts.Boggle,Brain & Puzzle,Malicious,0.0,1.0
Towers Of Hanoi Demo,com.setupgroup.hanoitowers.free,Brain & Puzzle,Malicious,0.0,1.0
Tic Tac Toe,com.amokgames.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Catan,com.exozet.android.catan,Brain & Puzzle,Malicious,0.0,1.0
Smart Kids Games LITE,com.appquiz.smart.kidslite,Brain & Puzzle,Malicious,0.0,1.0
4x4x4 Tic-Tac-Toe,air.bearloga.A3dttt,Brain & Puzzle,Malicious,0.0,1.0
Symphony of Eternity,kemco.wws.soe,Arcade & Action,Malicious,0.0,1.0
Radiant Silver Sphere (retro),org.microemu.android.RadiantSilverSphereLiteMain,Arcade & Action,Malicious,0.0,1.0
Towers,com.xiart.game.towers.full,Cards & Casino,Malicious,0.0,1.0
spacedroid,mine.crashz,Arcade & Action,Malicious,0.0,1.0
Mathe Trainer,Mathe.Trainer,Brain & Puzzle,Malicious,0.0,1.0
Topple Towers,toppletowers.com.ianstanbridge,Brain & Puzzle,Malicious,0.0,1.0
Balloon Maker,com.danola.balloons,Casual,Malicious,0.0,1.0
Roll Or Don't???,androidTwoPlayers.Roll,Casual,Malicious,0.0,1.0
Letter Tracing,com.oncilla.LetterTracing,Casual,Malicious,0.0,1.0
Math Coach,Math.Coach,Brain & Puzzle,Malicious,0.0,1.0
Towers of Hanoi,com.setupgroup.hanoitowers,Brain & Puzzle,Malicious,0.0,1.0
tkTicTac Lite,com.tklabs.tictaclite,Brain & Puzzle,Malicious,0.0,1.0
MysticSquare,ua.org.linsalion.games.MysticSquare,Brain & Puzzle,Malicious,0.0,1.0
1 Hit Music Wonder Millionaire,com.ranviclabs.songwonders,Brain & Puzzle,Malicious,0.0,1.0
Pie 3d Physics Demo,bold.inventions.dice3d,Arcade & Action,Malicious,0.0,1.0
Tic Tac Toe With Moves,my.TicTacToeWithMoves,Brain & Puzzle,Malicious,0.0,1.0
Miners Mobile,com.frustaci.miners,Brain & Puzzle,Malicious,0.0,1.0
BrainCalc,jp.android.ts.keisan,Casual,Malicious,0.0,1.0
Myth of Heroes,com.easytime.myth,Arcade & Action,Malicious,0.0,1.0
Tic Tac Toe,edu.csuci.tictactoe,Casual,Malicious,0.0,1.0
Istoria Romanilor,com.ir,Brain & Puzzle,Malicious,0.0,1.0
Baby Giggles,com.dp.games.babygiggles,Casual,Malicious,0.0,1.0
FlashAnzan,jp.fores.android.flashanzan,Brain & Puzzle,Malicious,0.0,1.0
IHideUFind-Outdoors,com.coeussys.IHideUFindOutdoors,Casual,Malicious,0.0,1.0
Tic Tac Toe,Game.TicTacToe,Casual,Malicious,0.0,1.0
YourPairs,com.encomit.apps.yourpairs,Cards & Casino,Malicious,0.0,1.0
Ghost Tower Defense,com.ghosttdfull,Arcade & Action,Malicious,0.0,1.0
The Lost Komodo,air.com.vostrix.thelostkomodo,Arcade & Action,Malicious,0.0,1.0
England Soccer Live Wall,com.oslwp.Flagthreelionsengland,Sports Games,Malicious,0.0,1.0
Stress (cardgame),com.droidwave.stress,Cards & Casino,Malicious,0.0,1.0
Tic Tac Toe Genius,com.clarisofttechnologies.games.tictactoegenius,Brain & Puzzle,Malicious,0.0,1.0
Math Coach Trial,Math.Coach.Trial,Brain & Puzzle,Malicious,0.0,1.0
BMTron,com.Bmtron,Arcade & Action,Malicious,0.0,1.0
ZenDice,dk.endgame.superyatzygame,Casual,Malicious,0.0,1.0
2D Ballz Physics Toy,com.nico.android.the2dballz,Casual,Malicious,0.0,1.0
Dangerous Shark Bite,Com.DangerousSharkBite,Arcade & Action,Malicious,0.0,1.0
E-son Putonghua,hk.com.noahmedia.nmaep.full,Brain & Puzzle,Malicious,0.0,1.0
Train Dispatcher (Ad Free),us.murjax.traindispatcheradfree,Casual,Malicious,0.0,1.0
Skyball (3D Racing game),com.skyball.framework,Racing,Malicious,0.0,1.0
Trivia: Movies 2000-2010,tm.app.triviaMovies200,Brain & Puzzle,Malicious,0.0,1.0
Three Squared,com.sgg.ts,Brain & Puzzle,Malicious,0.0,1.0
3D Torrent,org.tenjin.wallpaper9988757,Sports Games,Malicious,0.0,1.0
Five-In-Row Tic-Tac-Toe,com.dragonfly.fiveinrowtictactoe,Brain & Puzzle,Malicious,0.0,1.0
Kids Preschool Memory Game,com.shinycube.android.fun4kids.preschoolmemorygamep,Brain & Puzzle,Malicious,0.0,1.0
Tower Game,com.microtemple.android.game.tower,Casual,Malicious,0.0,1.0
Tic Tac Toe,com.tictactoe.shendz,Brain & Puzzle,Malicious,0.0,1.0
Smart Kids Games,com.appquiz.smart.kids,Brain & Puzzle,Malicious,0.0,1.0
RevThatBike,com.noscor.revthatbike,Casual,Malicious,0.0,1.0
Abula Tower Defense,com.titan.abulatowerdefense,Arcade & Action,Malicious,0.0,1.0
Mobile Television,com.mtvappk,Sports Games,Malicious,0.0,1.0
DSK's trap DONATE,timeflux.piegedsk_full,Casual,Malicious,0.0,1.0
Pizza Fighter,game.Pizza,Arcade & Action,Malicious,0.0,1.0
Oxo 3D,com.craig_wood.Oxo3d,Casual,Malicious,0.0,1.0
Virtual Turtle (web),com.dseffects.virtualturtle_web,Casual,Malicious,0.0,1.0
Topple Towers Lite,toppletowerslite.com.ianstanbridge,Brain & Puzzle,Malicious,0.0,1.0
MarioKartRandomizer,eu.helpcomputer.mariokart,Arcade & Action,Malicious,0.0,1.0
Tic Tac Toe,com.grosssoftware.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
CarTycoon Demo,apps.vbnl.android.cartycoondemo,Arcade & Action,Malicious,0.0,1.0
Little Mates,air.LittleCardsLite,Brain & Puzzle,Malicious,0.0,1.0
Legendary Defense Demo,com.inspiredandroid.legendarydefense,Arcade & Action,Malicious,0.0,1.0
Ninja Rampage,com.ggdroid.ninjarampage,Arcade & Action,Malicious,0.0,1.0
Tic-Tac-Toe keep score,app.android.tictactoe2d,Casual,Malicious,0.0,1.0
Rush Hour Free,mainwood.android.rushhourfree,Brain & Puzzle,Malicious,0.0,1.0
tic tac toe,com.jadello.android.tic_tac_toe,Casual,Malicious,0.0,1.0
The Forex Game,com.pfs.gfx,Brain & Puzzle,Malicious,0.0,1.0
Bubble Defense,com.sgg.bubbledefence,Arcade & Action,Malicious,0.0,1.0
Tongue2 Chameleon,pmc.T2Chameleon,Casual,Malicious,0.0,1.0
Vampire Signs,com.VampireTapsFramework,Casual,Malicious,0.0,1.0
Barn Yard TicTacToe,slapshotapp.game.tictactoe,Casual,Malicious,0.0,1.0
Syrmia Tower Defense,com.TDPak,Arcade & Action,Malicious,0.0,1.0
Tic Tac Toe,org.vangen.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Tic Tac Toe Neural Networks,com.samuel.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Lupus Solus Tic Tac Toe,com.LupusSolus.TicTacToe,Casual,Malicious,0.0,1.0
Towers of Hanoi,me.teaisaweso.android.hannoi,Brain & Puzzle,Malicious,0.0,1.0
Dumb,djf.dumb1,Arcade & Action,Malicious,0.0,1.0
CARS Lite,com.makayama.CARSlite,Arcade & Action,Malicious,0.0,1.0
Fun-Putt Mini Golf,com.selticeapps.funfunminigolf,Sports Games,Malicious,0.0,1.0
MultiGadget Demo,multiGadgetDemo.v2,Casual,Malicious,0.0,1.0
Thrust,mainwood.android.thrust,Arcade & Action,Malicious,0.0,1.0
Solitaire HD,javax.microedition.midlet,Cards & Casino,Malicious,0.0,1.0
Fluffy Balls Lite,org.fixistudios.fluffyballslite,Brain & Puzzle,Malicious,0.0,1.0
Color Name Game,com.colornamegame,Brain & Puzzle,Malicious,0.0,1.0
War of the Words Pack,com.applimobile.wordpack2,Casual,Malicious,0.0,1.0
Tic Tac Toe,fr.esilv.android.marguet.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
AccelleroDroid,air.AccelleroDroid,Arcade & Action,Malicious,0.0,1.0
TickyTacky,com.threezee.tictactoe,Brain & Puzzle,Malicious,0.0,1.0
Brains' Atomic Adventures 1.4,U67ZS3E5P8.com.baesystems.brainsatom,Brain & Puzzle,Malicious,0.0,1.0
Jewel Tower,com.ximad.jeweltower,Brain & Puzzle,Malicious,0.0,1.0
Ring of Fire,com.TurtleShell.rof,Cards & Casino,Malicious,0.0,1.0
KO Blackjack,ko.blackjack,Cards & Casino,Malicious,0.0,1.0
Logic Trap,macrodev.logictrap,Brain & Puzzle,Malicious,0.0,1.0
Blokish,org.scoutant.blokish,Brain & Puzzle,Malicious,0.0,1.0
Hanoi Tower,com.hanoiTower,Brain & Puzzle,Malicious,0.0,1.0
Akabeko,joyg.akabeko,Casual,Malicious,0.0,1.0
Mojo NES ( Nintendo Emulator ),com.momojo.nes,Arcade & Action,Malicious,0.0,1.0
BallDroppings Lite,com.tesujigames.balldroppingslite,Casual,Malicious,0.0,1.0
Trouser Trouble Demo,beril.mootor.trouserdemo,Arcade & Action,Malicious,0.0,1.0
Tic Tac Tornado,com.controlaltkill.ttx,Brain & Puzzle,Malicious,0.0,1.0
Bendy Beams,com.bendybeams.android,Brain & Puzzle,Malicious,0.0,1.0
