App,Package,Category,BaselinePrivacyScore,TrueLabel,Disagreement
Gazeteler,com.barisefe.gazeteler,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
UCSB Gaucho News,com.geekworksllc.ucsbnews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Revista Presei,mediafaxgroup.android.revistapresei,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Xperia??? Visualizer,com.xperia.visualization,Social,0.10137300543129912,Malicious,0.8986269945687009
20Minutos RSS,com.common.Noticias20Minutos,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
LDAP To You,com.e_planit.android.ldap.ui2,Communication,0.10137300543129912,Malicious,0.8986269945687009
Deccan Chronicle,com.list.view,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
El Paso Times,com.spreedinc.providers.elpasotimes.news,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Pants are,com.pantsare,Social,0.10137300543129912,Malicious,0.8986269945687009
Lotto Results Premium,com.mylottos.lottery,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Trend Collect Client CHN,jp.ne.android.trendcollectclientchn,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tennessee Lottery Droid,com.kevtec.tnlotterydroid,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Florida Lottery LotteryDB,com.lottery.floridadb,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Ultimate Radar,com.radar,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Japan Relief,com.oneeyedgiant.japanrelief,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
The GreatTouhokuEarthquake[0].,com.jp.earthquake0,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
TVGids.nl,nl.tvgids,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Clicker.com,com.clicker,Social,0.10137300543129912,Malicious,0.8986269945687009
GO SMS Facebook Chat plug-in,com.jb.gosms.chat,Social,0.10137300543129912,Malicious,0.8986269945687009
Nederland Kranten,com.barisefe.netherlandsnewspapers,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
AsPhone,rcmgroup.app.asphone2,Communication,0.10137300543129912,Malicious,0.8986269945687009
Vector News,com.vector.apps.glossary,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Japan Disaster Relief,com.taiic.awareness.jdr,Social,0.10137300543129912,Malicious,0.8986269945687009
Callegra Voicemail,com.callware.android.callegravoicemail2,Communication,0.10137300543129912,Malicious,0.8986269945687009
Multipost,org.sais.multipost,Social,0.10137300543129912,Malicious,0.8986269945687009
MM Emergency & Services,appinventor.ai_mcbdlm.MMemergency,Communication,0.10137300543129912,Malicious,0.8986269945687009
Texas Lottery Winning Numbers,com.ecscomputersonline.TLWN,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Television News,com.k5software.TelevisionNewsPaid,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
UB News,com.cms,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
US Military News,com.kvnallsn.militarynews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Disaster Preparedness News,com.hippyapps.disasterpreparedness,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Photo,com.draal.photo_iua,Social,0.10137300543129912,Malicious,0.8986269945687009
Wi-Fi share,ua.gradsoft.android.mds,Communication,0.10137300543129912,Malicious,0.8986269945687009
TX Lottery,com.apofa.txlotto,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tornado IM,com.tornado,Communication,0.10137300543129912,Malicious,0.8986269945687009
German News Online,zapDroid.DeutschNewsOnline,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Stretto Messina,rize.app.strettomessina,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Japanese Animation TV Season,com.anime,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
IPv6Config (root required),to.doc.android.ipv6config,Communication,0.10137300543129912,Malicious,0.8986269945687009
Buffer,org.buffer.android,Social,0.10137300543129912,Malicious,0.8986269945687009
Happening Now Full,com.douglasinfoweb.happeningnow,Communication,0.10137300543129912,Malicious,0.8986269945687009
Better Hotmail,com.appsgeyser.wWindowsHotmail,Communication,0.10137300543129912,Malicious,0.8986269945687009
TorrentFreak Updater 1.5,com.nomax.reader.tfreak,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
US Newspapers,com.barisefe.usnewspapers,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Clicando Famosos,br.com.clicandofamosos.tela,Communication,0.10137300543129912,Malicious,0.8986269945687009
Mis Consumos,ar.com.personal,Communication,0.10137300543129912,Malicious,0.8986269945687009
Acil Telefonlar,tr.gen.hyper.aciltelefon,Communication,0.10137300543129912,Malicious,0.8986269945687009
I Can Talk,ict.em,Communication,0.10137300543129912,Malicious,0.8986269945687009
SSH Tunnel,org.sshtunnel,Communication,0.10137300543129912,Malicious,0.8986269945687009
UK & World News,net.jimblackler.newswidget,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
SleepyButton,jp.blowbend.android.tweet.nemuibutton,Social,0.10137300543129912,Malicious,0.8986269945687009
RT Actualidad,com.rt.spanish,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
BS Alarm Widget,com.nxnwsoftware.bsalarm,Social,0.10137300543129912,Malicious,0.8986269945687009
Svet Informacija,com.vision.svetinfo,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
two:ch,jp.lollipop.twoch,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Channel 3 Eyewitness News Chat,com.mobdub.channel.WRCB,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Delfi.ua,ua.delfi,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Hot Text Dating US,com.hottextdating,Social,0.10137300543129912,Malicious,0.8986269945687009
Assine JC,com.i2tecnologia.AssineJC.Activitys,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
TV-Guide,com.oddin.tvguide,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Dedo Mesmo!,br.com.dedomesmo.activity,Social,0.10137300543129912,Malicious,0.8986269945687009
DaraIRC,jp.co.webimpact.ty.darairc,Communication,0.10137300543129912,Malicious,0.8986269945687009
Turkish Earthquake InfoBrowser,com.simplyusefulapps.crisis.turkey,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Mi Vodafone,es.vodafone.mobile.mivodafone,Communication,0.10137300543129912,Malicious,0.8986269945687009
URL Shortener Free,net.ivantis.urlshortener,Communication,0.10137300543129912,Malicious,0.8986269945687009
TorrentFreak Reader (Donation),com.torrentfreak.reader.premium,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
U.S. Newspaper,com.usNewspaper,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
DH Dating,searchfloor.datehookupdating,Social,0.10137300543129912,Malicious,0.8986269945687009
Arizona Wildcat News,com.geekworksllc.uawildcatnews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Austin TX News,com.slimel.austinnews2,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
PhotoBeam Pro,com.coderine.android.photobeampro,Social,0.10137300543129912,Malicious,0.8986269945687009
Entree AnyConnect Compatible,com.jdh.pandora.entree,Communication,0.10137300543129912,Malicious,0.8986269945687009
KtoZvonit,org.kto.ktozvonit,Social,0.10137300543129912,Malicious,0.8986269945687009
Deutsche Zeitungen,com.barisefe.germanynewspapers,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
AndroidPIT,de.androidpit.app,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tiny Tiny IRC,org.fox.ttirc,Communication,0.10137300543129912,Malicious,0.8986269945687009
Medit??ci??Port??l,hu.tminfo,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
"News: UK,USA, World Newspapers",com.newspaper.android,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Zeitungskiosk,com.stephan.zeitungskiosk,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
"TN-DAV-Chapter 7-Jackson, TN",com.dreamstep.wDAVChapter7JacksonTN,Social,0.10137300543129912,Malicious,0.8986269945687009
TwitTL 2 Plugin for Liveview,jp.ddo.dekuyou.liveview.plugins.twittertl2,Social,0.10137300543129912,Malicious,0.8986269945687009
AllLotto US Lottery Result,com.alllotto,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
aText-TV Pro,com.harjuconsulting.texttv.pro,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Data Link Notifier,org.sais.linknotifier,Communication,0.10137300543129912,Malicious,0.8986269945687009
US News,com.us.news,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
"NewsChannel 10 ??? Amarillo, TX",com.mobdub.channel.KFDA,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tu Prensa,com.isiat.android.tuprensa,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Dinamalar,com.softcraft.dinamalar,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
iSue??os | Significado de Sue??o,com.ahorrecomparnado.suenos,Communication,0.10137300543129912,Malicious,0.8986269945687009
WishForJapan,jp.tsuyoshi.wishforjapan,Social,0.10137300543129912,Malicious,0.8986269945687009
Zeitungskiosk Pro,com.stephan.zeitungskiosk_pro,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
digg mobile,com.diggmobile,Social,0.10137300543129912,Malicious,0.8986269945687009
Friend Pro,com.tj.android,Social,0.10137300543129912,Malicious,0.8986269945687009
Texas Rangers Schedule Simple,DrWebsterApps.texasrangers.schedule,Communication,0.10137300543129912,Malicious,0.8986269945687009
aText-TV,com.harjuconsulting.texttv,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Texas Dating,com.dreamstep.wTexasDating,Social,0.10137300543129912,Malicious,0.8986269945687009
TorrentFreak Reader,com.torrentfreak.reader.free,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
LottoScope,com.mygeeks.LottoScope,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Taiwan User buy the paid Apps,com.androidvpn,Communication,0.10137300543129912,Malicious,0.8986269945687009
GetNote,com.mm.pushnote,Communication,0.10137300543129912,Malicious,0.8986269945687009
Texas Lottos,com.mylottos.tx,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Weapons Training News,com.hippyapps.weaponstraining,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tunneloid,com.secureware.tunneloid,Communication,0.10137300543129912,Malicious,0.8986269945687009
URL Expandroid,net.studiofly.android.yuzu,Communication,0.10137300543129912,Malicious,0.8986269945687009
Gazete Haberleri,tr.gen.hyper.gazetehaberleri,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
World News Live24,com.application.worldnewslive24,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Alex Jones / Coast2Coast Live,org.application.coast2coast,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
ApplewoodPHE,com.mobmgr220,Social,0.10137300543129912,Malicious,0.8986269945687009
Mobile World Live,com.mobikats.mwl.android,Social,0.10137300543129912,Malicious,0.8986269945687009
Gandul.info,mediafaxgroup.android.gandul,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
??????????????????,jp.twitcheck,Social,0.10137300543129912,Malicious,0.8986269945687009
Austin TX News Lite,com.slimel.austinnews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
???????????????????????????,jp.co.excite.portal,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
University of Colorado News,com.geekworksllc.cubuffalonews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Tennessee Lottos,com.mylottos.tn,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Love Poems,com.appspot.swisscodemonkeys.love,Social,0.10137300543129912,Malicious,0.8986269945687009
"US News,Google News,USA News",com.gobestlink.gobestlink,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
OpenVPN Settings,de.schaeuffelhut.android.openvpn,Communication,0.10137300543129912,Malicious,0.8986269945687009
Minimal Reader,com.jv.cleanwidgets,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Happening Now Free,com.douglasinfoweb.freehappeningnow,Communication,0.10137300543129912,Malicious,0.8986269945687009
Texas Lottery LotteryDB,com.lottery.texasdb,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
TweetComb,com.chriswstewart.twitter,Social,0.10137300543129912,Malicious,0.8986269945687009
THDisaster,ngbone.android.app.thdisaster,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
aKey,de.nightsky.akey,Communication,0.10137300543129912,Malicious,0.8986269945687009
WildcatExtra,com.azstarnet.SportsStatsMobile.College,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
NFR: Gaming News & Reviews,com.dreamstep.webWidget.wNoFussReviews,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
My Taiwan Help Telephone,tomkuo139.com.helpPhone,Communication,0.10137300543129912,Malicious,0.8986269945687009
AirBears,com.AirBears,Communication,0.10137300543129912,Malicious,0.8986269945687009
China-ASEAN Free Trade Area,com.yboom.ubook.cafta,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
KCAU-TV Channel 9 Mobile,com.mobdub.channel.KCAU,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
TwitTL Plugin for Liveview,jp.ddo.dekuyou.liveview.plugins.twittertl,Social,0.10137300543129912,Malicious,0.8986269945687009
Minimal Reader Pro,com.jv.minimalreader,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Taiwan Weather,com.jmap.android.weather,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Texas Lottery Results,com.Jaybus.app.TexasLottoPicks,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Air Bears,com.airbear,Communication,0.10137300543129912,Malicious,0.8986269945687009
Vimtick Browser,org.mokkos.vimtickbrowser,Communication,0.10137300543129912,Malicious,0.8986269945687009
VITARAclub.gr,com.dreamstep.wVitaraclubgr,Social,0.10137300543129912,Malicious,0.8986269945687009
Make A Difference Day,net.ak.dayta,Social,0.10137300543129912,Malicious,0.8986269945687009
FastChat,com.tenama.fastchat,Social,0.10137300543129912,Malicious,0.8986269945687009
NewsWest 9,com.mobdub.channel.KWES,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Nederlandse Kranten,eduardoremar.nederlandsekranten,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Urbeez (non officielle),ravenCorp.ovsAndroid,Social,0.10137300543129912,Malicious,0.8986269945687009
ProCon,org.geocomputing.procon,Communication,0.10137300543129912,Malicious,0.8986269945687009
AgencyNews,com.toastedsnow,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
NTIC et TAC,tk.ntt.webapp,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
Texas Lottery Numbers,com.cbcservicesus.lotterynumberstx,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
"KXXV ??? Waco, Texas",com.mobdub.channel.KXXV,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
LunaTerm,tw.loli.lunaTerm,Communication,0.10137300543129912,Malicious,0.8986269945687009
KLFY TV-10 Mobile,com.mobdub.channel.KLFY,News & Magazines,0.10137300543129912,Malicious,0.8986269945687009
