App,Package,Category,BaselinePrivacyScore,TrueLabel,Disagreement
Tennessee Driver Study Guide,com.highridge.apdftndsg,Books & Reference,0.0,Malicious,1.0
English Turkish Dictionary,app.turkish.dictionary,Education,0.0,Malicious,1.0
American States List and Facts,com.olgapps.americanstates,Education,0.0,Malicious,1.0
A Little Bit Cocky,com.btgn.alittlebitcocky,Books & Reference,0.0,Malicious,1.0
Animal Sounds & Pictures,com.acez.animalsounds,Education,0.0,Malicious,1.0
Angel Hunt-Book,com.digimediaapps.Angel_Hunt,Books & Reference,0.0,Malicious,1.0
Sir Thomas Browne Collection,com.ThomasBrowne,Books & Reference,0.0,Malicious,1.0
Aftermath of a Nuclear Attack,com.AftermathofaNuclearAttack,Books & Reference,0.0,Malicious,1.0
???TOEIC(R)??????????????????????????????????????????2000,jp.imagineer.toeic2000r.xp,Education,0.0,Malicious,1.0
El R??o de la Muerte,com.libromovil.chickamauga,Books & Reference,0.0,Malicious,1.0
Works of Nietzsche,com.mobilereference.Nietzsche,Books & Reference,0.0,Malicious,1.0
TJ Quotes,com.hipponetworks.tj,Books & Reference,0.0,Malicious,1.0
Twelfth Night PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.twelfth_night.pro,Books & Reference,0.0,Malicious,1.0
Woodview Heights,com.btgn.woodviewheights,Books & Reference,0.0,Malicious,1.0
Gol fBasics,com.myappbuilder.GolfBasics,Books & Reference,0.0,Malicious,1.0
Moose brushing his teeth,com.jafs.moosebook,Books & Reference,0.0,Malicious,1.0
Anlaute lernen f??r Kinder DEMO,tk.pankratz.anlautelernendemo,Education,0.0,Malicious,1.0
U.S. Constitution plus more,com.bigtwit.droidlaw.addon.hst,Books & Reference,0.0,Malicious,1.0
Weigh Loss All Star,com.EBeuvaliers.weightlossallstar,Books & Reference,0.0,Malicious,1.0
Mr. Turtle's Flying Adventure,com.digimediaapps.Mr__Turtle_s_Flying_Adventure,Books & Reference,0.0,Malicious,1.0
Julius Caesar PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.julius_caesar.pro,Books & Reference,0.0,Malicious,1.0
Save Your Marriage,com.WideMedia.SaveYourMarriage,Books & Reference,0.0,Malicious,1.0
Fourier principles,fourier.fourier,Books & Reference,0.0,Malicious,1.0
Learn French Turkish,learn.fre.tur,Education,0.0,Malicious,1.0
NBDE Part I and Part II Bundle,com.dblpartners.NBDEBundle,Books & Reference,0.0,Malicious,1.0
North American Reptiles,com.mobilereference.reptiles,Books & Reference,0.0,Malicious,1.0
Ma Nishtana,com.zigzagworld.manishtana,Education,0.0,Malicious,1.0
1861 June Am Civil War Gazette,com.rvinyard.acwgazette.y1861.m06,Books & Reference,0.0,Malicious,1.0
Sword of the Spirit Bible game,com.pyrla.quizapp,Books & Reference,0.0,Malicious,1.0
Learn Gujarati,com.quizmine.androidgujarati,Books & Reference,0.0,Malicious,1.0
Sahih Bukhari HadithCollection,islamic.alkhawarizimi.sahihBukhari,Books & Reference,0.0,Malicious,1.0
Learn Telugu for Tablet,com.quizmine.tab.learnutelugu,Books & Reference,0.0,Malicious,1.0
LinguPingu FREE-English German,air.lpdeenandroidfree,Education,0.0,Malicious,1.0
HEâ€™S BEWITCHED-GAY WARLOCK SEX,com.ravenousromance.HesBewitched.view,Books & Reference,0.0,Malicious,1.0
The Dangerously Big Bunny-Book,com.digimediaapps.The_Dangerously_Big_Bunny,Books & Reference,0.0,Malicious,1.0
Learn French for Tablet,com.quizmine.tab.learnfrench,Books & Reference,0.0,Malicious,1.0
Life of Chopin,com.digimediaapps.Life_of_Chopin,Books & Reference,0.0,Malicious,1.0
Bertha Garlan,com.myappbuilder.BerthaGarlan,Books & Reference,0.0,Malicious,1.0
Insiders Guide To Forex Trade,com.widemedia.InsidersGuideToForexTrading,Books & Reference,0.0,Malicious,1.0
Works of P. G. Wodehouse,com.mobilereference.Wodehouse,Books & Reference,0.0,Malicious,1.0
Vet Nurse Quick Reference,com.darxide.android.vnreference,Books & Reference,0.0,Malicious,1.0
All's Well That Ends Well PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.all_s_well_that_ends_well.pro,Books & Reference,0.0,Malicious,1.0
Signs of Allah (God),com.CGlance.signsofallah,Books & Reference,0.0,Malicious,1.0
King Lear PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.king_lear.pro,Books & Reference,0.0,Malicious,1.0
Munchkin Android,com.slinkman.munchkin,Books & Reference,0.0,Malicious,1.0
Works of Robert Browning,com.mobilereference.BrowningR,Books & Reference,0.0,Malicious,1.0
Crystal Tears Forever,com.btgn.crystaltears,Books & Reference,0.0,Malicious,1.0
Romeo and Juliet PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.romeo_and_juliet.pro,Books & Reference,0.0,Malicious,1.0
On The Sublime And Beautiful,com.EdmundBurke,Books & Reference,0.0,Malicious,1.0
TX Civil Practice And Remedies,com.bigtwit.droidlaw.addon.tx01,Books & Reference,0.0,Malicious,1.0
M4 Exploder,com.TBOC.M4Exploder,Education,0.0,Malicious,1.0
Theodore Dreiser's Collection,com.TheodoreDreiser,Books & Reference,0.0,Malicious,1.0
Moral Stories,com.tidels.moralstories3,Education,0.0,Malicious,1.0
Psychology Study Guide,com.mobilereference.psychology,Books & Reference,0.0,Malicious,1.0
Ramadhan 2011,de.ahmadiyya.ramadhan,Books & Reference,0.0,Malicious,1.0
Wild Blackberries,com.btgn.blackberries,Books & Reference,0.0,Malicious,1.0
Romeo and Juliet,com.mobilereference.Romeo,Books & Reference,0.0,Malicious,1.0
Organic Chemistry Study Guide,com.mobilereference.organicchemistry,Books & Reference,0.0,Malicious,1.0
Induction Free Sample,com.btgn.inductionsample,Books & Reference,0.0,Malicious,1.0
The Children Bible,com.mobilereference.childrenbible,Books & Reference,0.0,Malicious,1.0
KIDS Learning Games Alphabet P,com.credipoint.androidUI,Education,0.0,Malicious,1.0
Works of Oscar Wilde,com.mobilereference.wilde,Books & Reference,0.0,Malicious,1.0
US States Trivia Drag,com.ranviclabs.matchingUS,Education,0.0,Malicious,1.0
Army Fitness Calculator,com.fivefiftycord.armyfitnesscalc,Books & Reference,0.0,Malicious,1.0
12 HOT DAYS OF XMAS-SEXY XMASÂ ,com.ravenousromance.HotDaysOfChristmas.view,Books & Reference,0.0,Malicious,1.0
Wright Brothers Biography,com.sixsense.wrightbrother,Books & Reference,0.0,Malicious,1.0
H. P. Lovecraft Collection,com.H.P.Lovecraft,Books & Reference,0.0,Malicious,1.0
Psychology Study Guide,com.mobilereference.psychology,Books & Reference,0.0,Malicious,1.0
The Railway Children By Edith,com.EdithNesbit,Books & Reference,0.0,Malicious,1.0
Aeschylus's Books Collection,com.Aeschylus,Books & Reference,0.0,Malicious,1.0
Oil Patch Worker,com.hart.oilpatch,Books & Reference,0.0,Malicious,1.0
US Citizenship Test Training,com.dharini.android.activity,Books & Reference,0.0,Malicious,1.0
Tortoise and the Hare,com.storyboy.tortoiseandhare,Books & Reference,0.0,Malicious,1.0
Asma ul Husna(99 Names of Alla,com.appflute.asmaulhusna,Books & Reference,0.0,Malicious,1.0
Last Manhunt,com.btgn.lastmanhunt,Books & Reference,0.0,Malicious,1.0
THE TOAST BITCHES-OFFICE SEXÂ ,com.ravenousromance.TheToastBitches.view,Books & Reference,0.0,Malicious,1.0
Works of Ivan Turgenev,com.mobilereference.Turgenev,Books & Reference,0.0,Malicious,1.0
Irish Slang,com.kolordesign.android.irishslang,Books & Reference,0.0,Malicious,1.0
The Turtle and the Hare,com.dcg.pagecurl,Books & Reference,0.0,Malicious,1.0
Turkey,com.digimediaapps.Turkey___a_Past_and_a_Future,Books & Reference,0.0,Malicious,1.0
Borderlands Achievement Guide,com.KitriSoftware.Borderlands,Books & Reference,0.0,Malicious,1.0
AP Biology Exam Prep,com.dblpartners.apbiology,Books & Reference,0.0,Malicious,1.0
ToastT_Test,soo.toast.test,Education,0.0,Malicious,1.0
Melmoth The Wanderer Books,com.CharlesRobert,Books & Reference,0.0,Malicious,1.0
US Army Rights Warning Card,com.fa53.rightswarning,Books & Reference,0.0,Malicious,1.0
Works of D. H. Lawrence,com.mobilereferenceLawrence,Books & Reference,0.0,Malicious,1.0
The Bronte Story,com.startrek.TxtReaderBronte,Books & Reference,0.0,Malicious,1.0
Valentine Encounter,com.btgn.VALENTINE,Books & Reference,0.0,Malicious,1.0
Nahjul Balagha,com.sm.nahjulbalagha,Books & Reference,0.0,Malicious,1.0
???????????? ?????? ??????????????,ua.com,Books & Reference,0.0,Malicious,1.0
Russian in Pictures : Food,com.picture.learn.russian,Education,0.0,Malicious,1.0
Encyclopedia of Trees and Shru,com.mobilereference.trees,Books & Reference,0.0,Malicious,1.0
Angel Touch-Book,com.digimediaapps.Angel_Touch,Books & Reference,0.0,Malicious,1.0
Works of Andrew Lang,com.mobilereference.Lang,Books & Reference,0.0,Malicious,1.0
Food Fight! Children's Book,com.jellybiscuits.FoodFight,Education,0.0,Malicious,1.0
1861 Nov Am Civil War Gazette,com.rvinyard.acwgazette.y1861.m11,Education,0.0,Malicious,1.0
Works of Thomas Hardy,com.mobilereference.Hardy,Books & Reference,0.0,Malicious,1.0
Freud on Coke-Book,com.digimediaapps.Freud_on_Coke,Books & Reference,0.0,Malicious,1.0
Aesop's Books collection,com.Aesop,Books & Reference,0.0,Malicious,1.0
The Beauty And The Bolshev,com.myappbuilder.TheBeautyandtheBolshevist,Books & Reference,0.0,Malicious,1.0
The Monk By Matthew Gregory,com.MatthewGregory,Books & Reference,0.0,Malicious,1.0
"US Patent, Copyright, and Trad",com.mobilereference.copyright,Books & Reference,0.0,Malicious,1.0
The Satyricon Of Petronius,com.Petronius,Books & Reference,0.0,Malicious,1.0
All I Want for Christmas,com.btgn.alliwantforchristmas,Books & Reference,0.0,Malicious,1.0
Hamlet,com.mobilereference.Hamlet,Books & Reference,0.0,Malicious,1.0
Farce Forward,com.digimediaapps.Farce_Forward___Volume_1,Books & Reference,0.0,Malicious,1.0
Spanish Study Guide,com.mobilereference.spanishgrammar,Books & Reference,0.0,Malicious,1.0
Magnums Butlers Guide Packing,com.MyAppBuilder.MagnumsButlersGuidetoPackingaSuitcase,Books & Reference,0.0,Malicious,1.0
Fragments,com.btgn.fragments,Books & Reference,0.0,Malicious,1.0
Learn Punjabi (Preview),com.quizmine.punjabipreview,Books & Reference,0.0,Malicious,1.0
Cat on a Hot Tin Roof: Shmoop,com.Shmoop.Android.lit00163,Books & Reference,0.0,Malicious,1.0
Human Anatomy&Physiology Guide,com.mobilereference.anatomy,Books & Reference,0.0,Malicious,1.0
Matching Vehicle,com.low.mvehicles,Education,0.0,Malicious,1.0
Learn Turkish,com.quizmine.androidturkish,Books & Reference,0.0,Malicious,1.0
Minecraft Canary (AdFree),com.ninjacoders.mcanaryadfree,Books & Reference,0.0,Malicious,1.0
Sir Arthur Conan Doyle,com.SirArthurConan,Books & Reference,0.0,Malicious,1.0
Principles of Fourier series,fourierSeries.fourierSeries,Education,0.0,Malicious,1.0
FM 1-514 ROTOR AND POWER TRAIN,com.hart.fm_1_514,Books & Reference,0.0,Malicious,1.0
The Turtle and the Hare,com.dcg.pagecurl,Books & Reference,0.0,Malicious,1.0
Learn Spanish for Tablet,com.quizmine.tab.learnspanish,Books & Reference,0.0,Malicious,1.0
Learn Greek for Tablet,com.quizmine.tab.learngreek,Books & Reference,0.0,Malicious,1.0
Delicious Sandwich Recipes,com.widemedia.DeliciousSandwichRecipes,Books & Reference,0.0,Malicious,1.0
Four Arthurian Romances,com.mobilereference.TroyesRomances,Books & Reference,0.0,Malicious,1.0
FAR Notes,com.gwhizmobile.focusnotesfar,Education,0.0,Malicious,1.0
Learn Gujarati for Tablet,com.quizmine.tab.learngujarati,Books & Reference,0.0,Malicious,1.0
Texas CCP Reference,com.domsoft.txccp,Books & Reference,0.0,Malicious,1.0
Texas Law,com.fwsmc.txl,Books & Reference,0.0,Malicious,1.0
Fourier series (Trial),fourierSeriesTrial.fourierSeriesTrial,Education,0.0,Malicious,1.0
Sea Creatures Discovery,kidsandi.seacreatures,Education,0.0,Malicious,1.0
LinguPingu,air.lpesenandroid,Education,0.0,Malicious,1.0
Light at the End of the Tunnel,com.digimediaapps.Light_at_the_End_of_the_Tunnel,Books & Reference,0.0,Malicious,1.0
The England Quiz Book,com.digimediaapps.The_England_Quiz_Book,Books & Reference,0.0,Malicious,1.0
Tennessee Williams: Shmoop,com.Shmoop.Android.bio00013,Books & Reference,0.0,Malicious,1.0
Learn Korean,com.quizmine.koreanandroid,Books & Reference,0.0,Malicious,1.0
Principles of Fourier (Trial),fourierTrial.fourierTrial,Books & Reference,0.0,Malicious,1.0
Friar Bacon His Discovery,com.RogerBacon,Books & Reference,0.0,Malicious,1.0
Sorting Train,air.sorttrain,Education,0.0,Malicious,1.0
Cavafy Poems,gr.hatzigeorgiu.cavafy,Books & Reference,0.0,Malicious,1.0
Muybridge Toy,air.info.louter.muybridgetoy,Education,0.0,Malicious,1.0
Bible Passage On Demand BBE,com.afranius.passageOnDemandBBE,Books & Reference,0.0,Malicious,1.0
HAMLET,com.iwpsoftware.android.ebook.play.william_shakespeare.hamlet.pro,Books & Reference,0.0,Malicious,1.0
Website Creation And Design,com.widemedia.WebsiteCreationandDesign,Books & Reference,0.0,Malicious,1.0
Russian Vocabulary Widget,com.jrm.rv.RussianVocabulary,Books & Reference,0.0,Malicious,1.0
Beacon of the Night,com.btgn.beacon2,Books & Reference,0.0,Malicious,1.0
Cev??en-i Kebir,tr.gen.hyper.cevsenikebir,Books & Reference,0.0,Malicious,1.0
3D?????????????????????????????????,jp.kinemajun.sosyo3d.mcbook,Books & Reference,0.0,Malicious,1.0
Archaeology (Smart Guide),com.pixidapp.archaeologyzip,Books & Reference,0.0,Malicious,1.0
NP2 National Park Reference 2,com.quizmine.nationalparkref2,Books & Reference,0.0,Malicious,1.0
Australian Citizenship Test,com.codepeople.android.australiantest,Books & Reference,0.0,Malicious,1.0
Works of Ambrose Bierce,com.mobilereference.Bierce,Books & Reference,0.0,Malicious,1.0
Toy Collecting Guide,apps.dps.toycollectingguide,Books & Reference,0.0,Malicious,1.0
ABC a Go-Go,com.pixelhappy.games.abcagogo,Education,0.0,Malicious,1.0
Texas State Code,com.bigtwit.droidlaw.addon.id_62,Books & Reference,0.0,Malicious,1.0
AA HandsOn Museum Music Player,com.srt.androidmusic,Education,0.0,Malicious,1.0
Let's do the math,com.easysoft.minimath,Education,0.0,Malicious,1.0
Born Free,com.btgn.bornfree,Books & Reference,0.0,Malicious,1.0
Story of the San Francisco Ho,com.digimediaapps.Complete_Story_of_the_San_Francisco_Horror,Books & Reference,0.0,Malicious,1.0
Kid Genius 13 in 1,com.pilotfishmedia.kidgenius13in1,Education,0.0,Malicious,1.0
Biblia para Moviles (Espa??ol),samsapps.apps.bible.sp,Books & Reference,0.0,Malicious,1.0
A Streetcar Named Desire,com.Shmoop.Android.lit00125,Books & Reference,0.0,Malicious,1.0
Spanish in Pictures : Food,com.picture.learn.spanish,Education,0.0,Malicious,1.0
Works of O. Henry,com.mobilereference.OHenry,Books & Reference,0.0,Malicious,1.0
Tennessee Driver Handbook,com.highridge.apdftndmv,Books & Reference,0.0,Malicious,1.0
The Tortoise and the Hare,com.zoodles.book.thetortoiseandthehare,Books & Reference,0.0,Malicious,1.0
Works of Edith Wharton,com.mobilereference.Wharton,Books & Reference,0.0,Malicious,1.0
??????????????????????????????????????????,jp.kinemajun.nitijokei.mcbook,Books & Reference,0.0,Malicious,1.0
Cymbeline PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.cymbeline.pro,Books & Reference,0.0,Malicious,1.0
Online Stock Trading Tips,com.andfreek.enlance.cupcake.insidertrading,Books & Reference,0.0,Malicious,1.0
The Tortoise Twins,com.zubadoo.tortoisetwins,Books & Reference,0.0,Malicious,1.0
Antony and Cleopatra PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.antony_and_cleopatra.pro,Books & Reference,0.0,Malicious,1.0
The Hatopotamus-Book,com.digimediaapps.The_Hatopotamus,Books & Reference,0.0,Malicious,1.0
Italian in Pictures : Food,com.picture.learn.italian,Education,0.0,Malicious,1.0
Cargo Decoder,com.strategiesinsoftware.erg,Books & Reference,0.0,Malicious,1.0
Learn French,com.quizmine.frenchandroid,Books & Reference,0.0,Malicious,1.0
Learn Punjabi for Tablet,com.quizmine.tab.learnpunjabi,Books & Reference,0.0,Malicious,1.0
The Egyptian Conception of Im,com.digimediaapps.The_Egyptian_Conception_of_Immortality,Books & Reference,0.0,Malicious,1.0
U.S. Army Survival Guide Pro,com.milodroid.survivepro,Books & Reference,0.0,Malicious,1.0
New Farm,com.btgn.newfarmchapter1,Books & Reference,0.0,Malicious,1.0
I Heard the Bells,com.btgn.bells,Books & Reference,0.0,Malicious,1.0
Animaniacs U.S. Presidents,inpha.mous.uspres,Books & Reference,0.0,Malicious,1.0
FM 7-0 Training the force,com.hart.fm70,Books & Reference,0.0,Malicious,1.0
National Security,com.NationalSecurity,Books & Reference,0.0,Malicious,1.0
Letters To His Son On,com.PhilipStanhope,Books & Reference,0.0,Malicious,1.0
Adopting A Dog,com.EBeuvaliers.adoptadog,Books & Reference,0.0,Malicious,1.0
William Blake Collection,com.WilliamBlake,Books & Reference,0.0,Malicious,1.0
Weddings First Chance,com.btgn.weddingfirstchance,Books & Reference,0.0,Malicious,1.0
US Army Sniper Training Manual,com.milodroid.sniperpro,Books & Reference,0.0,Malicious,1.0
Running Free,com.btgn.runningfree,Books & Reference,0.0,Malicious,1.0
Collection of American Poetry,com.mobilereference.poetry,Books & Reference,0.0,Malicious,1.0
Bible Explorer,com.arscodeca.bibleexplorer,Education,0.0,Malicious,1.0
Works of Ellen Wood,com.mobilereference.Wood,Books & Reference,0.0,Malicious,1.0
The Big Book Of Cookies,com.widemedia.TheBigBookOfCookies,Books & Reference,0.0,Malicious,1.0
THE LOVE OF THE DEAD-SEXY BOOK,com.ravenousromance.ForLoveOfTheDead.view,Books & Reference,0.0,Malicious,1.0
YIDDISH PHRASES & SLANG QUIZ,com.littleapps.yiddish,Education,0.0,Malicious,1.0
An Introduction to Shakespeare,com.digimediaapps.An_Introduction_to_Shakespeare,Books & Reference,0.0,Malicious,1.0
REG Notes,com.gwhizmobile.focusnotesreg,Education,0.0,Malicious,1.0
AUDEL Q&A FLASHCARDS,app.flashcards,Education,0.0,Malicious,1.0
Cell Biology Study Guide,com.mobilereference.cellbiology,Books & Reference,0.0,Malicious,1.0
Life in the UK Test,com.codepeople.android.britishtest,Books & Reference,0.0,Malicious,1.0
DOT Placards,com.sherprog.roadware.placard,Books & Reference,0.0,Malicious,1.0
Merry Wives of Windsor PRO,com.iwpsoftware.android.ebook.play.william_shakespeare.the_merry_wives_of_windsor.pro,Books & Reference,0.0,Malicious,1.0
One Moment In Time-Book,com.digimediaapps.One_Moment_In_Time,Books & Reference,0.0,Malicious,1.0
Fourier principles,fourier.fourier,Books & Reference,0.0,Malicious,1.0
Rhymes for Kids,com.english.rhymes,Education,0.0,Malicious,1.0
Five Little Monkeys,com.avanda.child,Education,0.0,Malicious,1.0
Tragedy of Antony and Cleopatr,com.Shmoop.Android.sha0009,Books & Reference,0.0,Malicious,1.0
Captive,com.btgn.captive,Books & Reference,0.0,Malicious,1.0
Learn Spanish Numbers,com.spanish.numbers,Education,0.0,Malicious,1.0
Texas Penal Code Reference,com.domsoft.TXPenalCode,Books & Reference,0.0,Malicious,1.0
Eichah (Lamentations),com.zigzagworld.eichah,Books & Reference,0.0,Malicious,1.0
Guided by the Light-Book,com.digimediaapps.Guided_by_the_Light,Books & Reference,0.0,Malicious,1.0
German in Pictures: Food,com.picture.learn.german,Education,0.0,Malicious,1.0
North American Birds Encyclope,com.mobilereference.northambirds,Books & Reference,0.0,Malicious,1.0
Jesus The Christ by J. Talmage,com.mobilereference.jesusthechrist,Books & Reference,0.0,Malicious,1.0
Short Stories,com.mobilereference.ChekhovStories,Books & Reference,0.0,Malicious,1.0
Emergency Childbirth,com.myappbuilder.EmergencyChildbirth,Books & Reference,0.0,Malicious,1.0
eSwing Trading Tactics,com.andfreek.enlance.cupcake.eswingtrading,Books & Reference,0.0,Malicious,1.0
Janeway's Addiction,com.btgn.janewaysaddiction,Books & Reference,0.0,Malicious,1.0
Learn Italian Numbers,com.italian.numbers,Education,0.0,Malicious,1.0
Texas Business & Commerce Code,com.bigtwit.droidlaw.addon.txb,Books & Reference,0.0,Malicious,1.0
Sir Kenelm Digby's Collection,com.KenelmDigby,Books & Reference,0.0,Malicious,1.0
Skinner-Book,com.digimediaapps.Skinner,Books & Reference,0.0,Malicious,1.0
US Marine Corps Close Combat,com.milodroid.combatpro,Books & Reference,0.0,Malicious,1.0
A Buen Juez Mejor Testigo,com.libromovil.juez,Books & Reference,0.0,Malicious,1.0
Learn Marathi,com.quizmine.androidmarathi,Books & Reference,0.0,Malicious,1.0
Christmas Delivery,com.btgn.christmasdelivery,Books & Reference,0.0,Malicious,1.0
Four Arthurian Romances,com.ChretienDeTroyes,Books & Reference,0.0,Malicious,1.0
Norwegian Turkish Dictionary,nor.tur.dictionary,Education,0.0,Malicious,1.0
Learn Spanish for Tab-Preview,com.quizmine.tab.learnspanishpreview,Books & Reference,0.0,Malicious,1.0
Just Jill,com.digimediaapps.Just_Jill,Books & Reference,0.0,Malicious,1.0
Death,com.digimediaapps.Death,Books & Reference,0.0,Malicious,1.0
??stiklal Mar????,tr.gen.hyper.istiklalmarsi,Books & Reference,0.0,Malicious,1.0
Past Tense Questions,com.past.positives.dialogue.all.demo,Education,0.0,Malicious,1.0
The Good Soldier By Ford Madox,com.FordMadoxFord,Books & Reference,0.0,Malicious,1.0
??Hola!,com.movinapp.hola,Education,0.0,Malicious,1.0
French Turkish Dictionary,fre.tur.dictionary,Education,0.0,Malicious,1.0
Memory Training (Smart Guide),com.pixidapp.memorytrainingzip,Education,0.0,Malicious,1.0
Heroes Live Forever,com.btgn.heroessample,Books & Reference,0.0,Malicious,1.0
Angol sz??t??r,tinyappworks.dictionary,Books & Reference,0.0,Malicious,1.0
Kids ABC Letters,com.anahoret.android.letters,Education,0.0,Malicious,1.0
Anlaute lernen f??r Kinder,tk.pankratz.anlautelernen,Education,0.0,Malicious,1.0
Optical Delusions Deadwood Sam,com.btgn.deadwood2samp,Books & Reference,0.0,Malicious,1.0
Sea Creatures Discovery,kidsandi.seacreatures,Education,0.0,Malicious,1.0
MATH TRAINING,sci.koomon,Education,0.0,Malicious,1.0
