App,Package,Category,TrueLabel,Score,Disagreement
Pacific Ocean Tsunami Alerter,com.spacenext.tsunami.pacificocean,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Communicator (Beta),uc.Communicator,Communication,Malicious,0.10137300543129912,0.8986269945687009
Live C5N for your tablet,com.c5n.infobae,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
US Marine Corps News,com.marines.news,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Web to PDF,mobi.mgeek.mypdf,Communication,Malicious,0.10137300543129912,0.8986269945687009
Feedly,com.devhd.feedly,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Pacific Ocean Tsunami Alerter,com.spacenext.tsunami.pacificocean,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Cal Berkeley News,com.geekworksllc.ucbnews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
MM Emergency & Services,appinventor.ai_mcbdlm.MMemergency,Communication,Malicious,0.10137300543129912,0.8986269945687009
Ganbarou Japan (rss_twitter),jp.android_group.payforward,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
TorrentFreak Updater 1.6+,com.nomax.reader.tfreak2,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
ATS11 Adobe Tech Summit,air.com.riagora.eventapp,Communication,Malicious,0.10137300543129912,0.8986269945687009
Gazeteler,com.barisefe.gazeteler,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
UCSB Gaucho News,com.geekworksllc.ucsbnews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Revista Presei,mediafaxgroup.android.revistapresei,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Xperia??? Visualizer,com.xperia.visualization,Social,Malicious,0.10137300543129912,0.8986269945687009
20Minutos RSS,com.common.Noticias20Minutos,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
LDAP To You,com.e_planit.android.ldap.ui2,Communication,Malicious,0.10137300543129912,0.8986269945687009
Deccan Chronicle,com.list.view,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
El Paso Times,com.spreedinc.providers.elpasotimes.news,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Pants are,com.pantsare,Social,Malicious,0.10137300543129912,0.8986269945687009
Lotto Results Premium,com.mylottos.lottery,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Trend Collect Client CHN,jp.ne.android.trendcollectclientchn,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tennessee Lottery Droid,com.kevtec.tnlotterydroid,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Florida Lottery LotteryDB,com.lottery.floridadb,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Ultimate Radar,com.radar,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Japan Relief,com.oneeyedgiant.japanrelief,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
The GreatTouhokuEarthquake[0].,com.jp.earthquake0,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
TVGids.nl,nl.tvgids,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Clicker.com,com.clicker,Social,Malicious,0.10137300543129912,0.8986269945687009
GO SMS Facebook Chat plug-in,com.jb.gosms.chat,Social,Malicious,0.10137300543129912,0.8986269945687009
Nederland Kranten,com.barisefe.netherlandsnewspapers,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
AsPhone,rcmgroup.app.asphone2,Communication,Malicious,0.10137300543129912,0.8986269945687009
Vector News,com.vector.apps.glossary,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Japan Disaster Relief,com.taiic.awareness.jdr,Social,Malicious,0.10137300543129912,0.8986269945687009
Callegra Voicemail,com.callware.android.callegravoicemail2,Communication,Malicious,0.10137300543129912,0.8986269945687009
Multipost,org.sais.multipost,Social,Malicious,0.10137300543129912,0.8986269945687009
MM Emergency & Services,appinventor.ai_mcbdlm.MMemergency,Communication,Malicious,0.10137300543129912,0.8986269945687009
Texas Lottery Winning Numbers,com.ecscomputersonline.TLWN,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Television News,com.k5software.TelevisionNewsPaid,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
UB News,com.cms,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
US Military News,com.kvnallsn.militarynews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Disaster Preparedness News,com.hippyapps.disasterpreparedness,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Photo,com.draal.photo_iua,Social,Malicious,0.10137300543129912,0.8986269945687009
Wi-Fi share,ua.gradsoft.android.mds,Communication,Malicious,0.10137300543129912,0.8986269945687009
TX Lottery,com.apofa.txlotto,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tornado IM,com.tornado,Communication,Malicious,0.10137300543129912,0.8986269945687009
German News Online,zapDroid.DeutschNewsOnline,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Stretto Messina,rize.app.strettomessina,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Japanese Animation TV Season,com.anime,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
IPv6Config (root required),to.doc.android.ipv6config,Communication,Malicious,0.10137300543129912,0.8986269945687009
Buffer,org.buffer.android,Social,Malicious,0.10137300543129912,0.8986269945687009
Happening Now Full,com.douglasinfoweb.happeningnow,Communication,Malicious,0.10137300543129912,0.8986269945687009
Better Hotmail,com.appsgeyser.wWindowsHotmail,Communication,Malicious,0.10137300543129912,0.8986269945687009
TorrentFreak Updater 1.5,com.nomax.reader.tfreak,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
US Newspapers,com.barisefe.usnewspapers,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Clicando Famosos,br.com.clicandofamosos.tela,Communication,Malicious,0.10137300543129912,0.8986269945687009
Mis Consumos,ar.com.personal,Communication,Malicious,0.10137300543129912,0.8986269945687009
Acil Telefonlar,tr.gen.hyper.aciltelefon,Communication,Malicious,0.10137300543129912,0.8986269945687009
I Can Talk,ict.em,Communication,Malicious,0.10137300543129912,0.8986269945687009
SSH Tunnel,org.sshtunnel,Communication,Malicious,0.10137300543129912,0.8986269945687009
UK & World News,net.jimblackler.newswidget,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
SleepyButton,jp.blowbend.android.tweet.nemuibutton,Social,Malicious,0.10137300543129912,0.8986269945687009
RT Actualidad,com.rt.spanish,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
BS Alarm Widget,com.nxnwsoftware.bsalarm,Social,Malicious,0.10137300543129912,0.8986269945687009
Svet Informacija,com.vision.svetinfo,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
two:ch,jp.lollipop.twoch,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Channel 3 Eyewitness News Chat,com.mobdub.channel.WRCB,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Delfi.ua,ua.delfi,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Hot Text Dating US,com.hottextdating,Social,Malicious,0.10137300543129912,0.8986269945687009
Assine JC,com.i2tecnologia.AssineJC.Activitys,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
TV-Guide,com.oddin.tvguide,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Dedo Mesmo!,br.com.dedomesmo.activity,Social,Malicious,0.10137300543129912,0.8986269945687009
DaraIRC,jp.co.webimpact.ty.darairc,Communication,Malicious,0.10137300543129912,0.8986269945687009
Turkish Earthquake InfoBrowser,com.simplyusefulapps.crisis.turkey,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Mi Vodafone,es.vodafone.mobile.mivodafone,Communication,Malicious,0.10137300543129912,0.8986269945687009
URL Shortener Free,net.ivantis.urlshortener,Communication,Malicious,0.10137300543129912,0.8986269945687009
TorrentFreak Reader (Donation),com.torrentfreak.reader.premium,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
U.S. Newspaper,com.usNewspaper,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
DH Dating,searchfloor.datehookupdating,Social,Malicious,0.10137300543129912,0.8986269945687009
Arizona Wildcat News,com.geekworksllc.uawildcatnews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Austin TX News,com.slimel.austinnews2,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
PhotoBeam Pro,com.coderine.android.photobeampro,Social,Malicious,0.10137300543129912,0.8986269945687009
Entree AnyConnect Compatible,com.jdh.pandora.entree,Communication,Malicious,0.10137300543129912,0.8986269945687009
KtoZvonit,org.kto.ktozvonit,Social,Malicious,0.10137300543129912,0.8986269945687009
Deutsche Zeitungen,com.barisefe.germanynewspapers,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
AndroidPIT,de.androidpit.app,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tiny Tiny IRC,org.fox.ttirc,Communication,Malicious,0.10137300543129912,0.8986269945687009
Medit??ci??Port??l,hu.tminfo,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
"News: UK,USA, World Newspapers",com.newspaper.android,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Zeitungskiosk,com.stephan.zeitungskiosk,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
"TN-DAV-Chapter 7-Jackson, TN",com.dreamstep.wDAVChapter7JacksonTN,Social,Malicious,0.10137300543129912,0.8986269945687009
TwitTL 2 Plugin for Liveview,jp.ddo.dekuyou.liveview.plugins.twittertl2,Social,Malicious,0.10137300543129912,0.8986269945687009
AllLotto US Lottery Result,com.alllotto,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
aText-TV Pro,com.harjuconsulting.texttv.pro,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Data Link Notifier,org.sais.linknotifier,Communication,Malicious,0.10137300543129912,0.8986269945687009
US News,com.us.news,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
"NewsChannel 10 ??? Amarillo, TX",com.mobdub.channel.KFDA,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tu Prensa,com.isiat.android.tuprensa,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Dinamalar,com.softcraft.dinamalar,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
iSue??os | Significado de Sue??o,com.ahorrecomparnado.suenos,Communication,Malicious,0.10137300543129912,0.8986269945687009
WishForJapan,jp.tsuyoshi.wishforjapan,Social,Malicious,0.10137300543129912,0.8986269945687009
Zeitungskiosk Pro,com.stephan.zeitungskiosk_pro,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
digg mobile,com.diggmobile,Social,Malicious,0.10137300543129912,0.8986269945687009
Friend Pro,com.tj.android,Social,Malicious,0.10137300543129912,0.8986269945687009
Texas Rangers Schedule Simple,DrWebsterApps.texasrangers.schedule,Communication,Malicious,0.10137300543129912,0.8986269945687009
aText-TV,com.harjuconsulting.texttv,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Texas Dating,com.dreamstep.wTexasDating,Social,Malicious,0.10137300543129912,0.8986269945687009
TorrentFreak Reader,com.torrentfreak.reader.free,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
LottoScope,com.mygeeks.LottoScope,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Taiwan User buy the paid Apps,com.androidvpn,Communication,Malicious,0.10137300543129912,0.8986269945687009
GetNote,com.mm.pushnote,Communication,Malicious,0.10137300543129912,0.8986269945687009
Texas Lottos,com.mylottos.tx,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Weapons Training News,com.hippyapps.weaponstraining,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tunneloid,com.secureware.tunneloid,Communication,Malicious,0.10137300543129912,0.8986269945687009
URL Expandroid,net.studiofly.android.yuzu,Communication,Malicious,0.10137300543129912,0.8986269945687009
Gazete Haberleri,tr.gen.hyper.gazetehaberleri,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
World News Live24,com.application.worldnewslive24,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Alex Jones / Coast2Coast Live,org.application.coast2coast,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
ApplewoodPHE,com.mobmgr220,Social,Malicious,0.10137300543129912,0.8986269945687009
Mobile World Live,com.mobikats.mwl.android,Social,Malicious,0.10137300543129912,0.8986269945687009
Gandul.info,mediafaxgroup.android.gandul,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
??????????????????,jp.twitcheck,Social,Malicious,0.10137300543129912,0.8986269945687009
Austin TX News Lite,com.slimel.austinnews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
???????????????????????????,jp.co.excite.portal,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
University of Colorado News,com.geekworksllc.cubuffalonews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Tennessee Lottos,com.mylottos.tn,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Love Poems,com.appspot.swisscodemonkeys.love,Social,Malicious,0.10137300543129912,0.8986269945687009
"US News,Google News,USA News",com.gobestlink.gobestlink,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
OpenVPN Settings,de.schaeuffelhut.android.openvpn,Communication,Malicious,0.10137300543129912,0.8986269945687009
Minimal Reader,com.jv.cleanwidgets,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Happening Now Free,com.douglasinfoweb.freehappeningnow,Communication,Malicious,0.10137300543129912,0.8986269945687009
Texas Lottery LotteryDB,com.lottery.texasdb,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
TweetComb,com.chriswstewart.twitter,Social,Malicious,0.10137300543129912,0.8986269945687009
THDisaster,ngbone.android.app.thdisaster,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
aKey,de.nightsky.akey,Communication,Malicious,0.10137300543129912,0.8986269945687009
WildcatExtra,com.azstarnet.SportsStatsMobile.College,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
NFR: Gaming News & Reviews,com.dreamstep.webWidget.wNoFussReviews,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
My Taiwan Help Telephone,tomkuo139.com.helpPhone,Communication,Malicious,0.10137300543129912,0.8986269945687009
AirBears,com.AirBears,Communication,Malicious,0.10137300543129912,0.8986269945687009
China-ASEAN Free Trade Area,com.yboom.ubook.cafta,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
KCAU-TV Channel 9 Mobile,com.mobdub.channel.KCAU,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
TwitTL Plugin for Liveview,jp.ddo.dekuyou.liveview.plugins.twittertl,Social,Malicious,0.10137300543129912,0.8986269945687009
Minimal Reader Pro,com.jv.minimalreader,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Taiwan Weather,com.jmap.android.weather,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Texas Lottery Results,com.Jaybus.app.TexasLottoPicks,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Air Bears,com.airbear,Communication,Malicious,0.10137300543129912,0.8986269945687009
Vimtick Browser,org.mokkos.vimtickbrowser,Communication,Malicious,0.10137300543129912,0.8986269945687009
VITARAclub.gr,com.dreamstep.wVitaraclubgr,Social,Malicious,0.10137300543129912,0.8986269945687009
Make A Difference Day,net.ak.dayta,Social,Malicious,0.10137300543129912,0.8986269945687009
FastChat,com.tenama.fastchat,Social,Malicious,0.10137300543129912,0.8986269945687009
NewsWest 9,com.mobdub.channel.KWES,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Nederlandse Kranten,eduardoremar.nederlandsekranten,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Urbeez (non officielle),ravenCorp.ovsAndroid,Social,Malicious,0.10137300543129912,0.8986269945687009
ProCon,org.geocomputing.procon,Communication,Malicious,0.10137300543129912,0.8986269945687009
AgencyNews,com.toastedsnow,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
NTIC et TAC,tk.ntt.webapp,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
Texas Lottery Numbers,com.cbcservicesus.lotterynumberstx,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
"KXXV ??? Waco, Texas",com.mobdub.channel.KXXV,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
LunaTerm,tw.loli.lunaTerm,Communication,Malicious,0.10137300543129912,0.8986269945687009
KLFY TV-10 Mobile,com.mobdub.channel.KLFY,News & Magazines,Malicious,0.10137300543129912,0.8986269945687009
