App,Package,Category,TrueLabel,Score,Disagreement
alOBD 01-07 Subaru 3.0 Mode$06,com.al.obd2.content.F,Tools,Malicious,0.0,1.0
Bubble,bz.ktk.bubble,Tools,Malicious,0.0,1.0
Toast Notifier Lite,com.nlucas.notificationtoasterlite,Productivity,Malicious,0.0,1.0
Rabtor Clock Widget,upper.duper.widget.rabtor,Tools,Malicious,0.0,1.0
Trap Card,com.naearu.trap_card,Tools,Malicious,0.0,1.0
Regents Exams Lite,com.ts.regents,Libraries & Demo,Malicious,0.0,1.0
JM Network Tools Donate,jm.network.subnetCalculator.donate,Tools,Malicious,0.0,1.0
a1-Wing in wave,jp.appdepart.appwidgetex0026,Tools,Malicious,0.0,1.0
FilesCrypter,ua.org.linsalion.FilesCrypter,Tools,Malicious,0.0,1.0
Stock Trading Calculator,stsolution.stocktradingcalculator,Finance,Malicious,0.0,1.0
KickBack,com.google.android.marvin.kickback,Tools,Malicious,0.0,1.0
Essential Kitchen Calculators,com.sidetop.KitchenCalcs,Productivity,Malicious,0.0,1.0
New Credit Repair Strategies,com.CreditRepairSuccessStrategies.magazine.AOTFPFPLFYLABCVND,Finance,Malicious,0.0,1.0
Inches & Feet Calculator,com.InchesAndFeet,Tools,Malicious,0.0,1.0
Rc Final Gear Ratio ADS FREE,rc.gearratio.adsfree,Tools,Malicious,0.0,1.0
BLOCCO Toast & Window Plug-in,jp.def.blocco.toastPlugin,Tools,Malicious,0.0,1.0
Tawk Pro,com.firstlightapps.TawkPro,Tools,Malicious,0.0,1.0
UCLA Walk,com.smturtlebread.uclawalk,Productivity,Malicious,0.0,1.0
CABLE CALCULATOR BS7671:2008,org.coopersoft.Cablecheck,Tools,Malicious,0.0,1.0
Retro Clock Widget,nl.jsource.retroclock.android,Tools,Malicious,0.0,1.0
Engineering Steam Tables,com.lecodroid.steamtables,Tools,Malicious,0.0,1.0
Lineage??????????????? ??,com.misalabo.lineage.utilmanager,Tools,Malicious,0.0,1.0
Muvo,com.evoreto.muvo.rerelease,Tools,Malicious,0.0,1.0
FlashLight,com.android.flashLight,Tools,Malicious,0.0,1.0
LockMaster(screen lock remove),sonjoy.LockMaster,Tools,Malicious,0.0,1.0
a1-Send him flying,jp.appdepart.appwidgetex0004,Tools,Malicious,0.0,1.0
Samsung Continuum Ticker,com.continuum.demo,Libraries & Demo,Malicious,0.0,1.0
Clicker,net.bekit.android.clicker,Tools,Malicious,0.0,1.0
Turkish,com.kpt.adaptxt.addon.turtr,Productivity,Malicious,0.0,1.0
WarStat,com.alban.deubeda.WarhammerStat,Tools,Malicious,0.0,1.0
Flashlight,org.dyndns.devesh.flashlight,Tools,Malicious,0.0,1.0
Scrollit! (notes widget),tk.impoe.scrollitlite,Tools,Malicious,0.0,1.0
Kitchen Converter,net.jamesjohnson.convert,Productivity,Malicious,0.0,1.0
InstaDock Plus Unlocker,com.yamilgv.instadockwidget.unlocker,Productivity,Malicious,0.0,1.0
Speak French Free,com.benjaminholfeld.speakfrenchfree,Business,Malicious,0.0,1.0
Le R??seau MatR,matr.tk,Business,Malicious,0.0,1.0
Simple Tip Calculator,com.senecacreeksoftware.simpletip,Finance,Malicious,0.0,1.0
CompassKeyboard,org.dyndns.fules.ck,Tools,Malicious,0.0,1.0
Date In Tray,pl.webnet.android.dateintray,Productivity,Malicious,0.0,1.0
LockMaster(screen lock remove),sonjoy.LockMaster,Tools,Malicious,0.0,1.0
Whistle on Android,org.sorarier.whistle,Tools,Malicious,0.0,1.0
Battery Calibration,com.nema.batterycalibration,Tools,Malicious,0.0,1.0
Gears (ES1/eclair+),com.jeffboody.GearsES1eclair,Libraries & Demo,Malicious,0.0,1.0
Phone Info,myc.phone.PhoneInfo,Tools,Malicious,0.0,1.0
Machinery Sizing,com.jsdvorak.machinerysizing,Productivity,Malicious,0.0,1.0
Vietnamese Input Method,fpt.g12.android.vime,Tools,Malicious,0.0,1.0
WarStat,com.alban.deubeda.WarhammerStat,Tools,Malicious,0.0,1.0
Spelling Alphabet,tm.app.spellingAlphabet,Productivity,Malicious,0.0,1.0
alOBD 01-02 Subaru 2.5 Mode$06,com.al.obd2.content.D,Tools,Malicious,0.0,1.0
Best Tire Calculator,com.moonflower.tire,Tools,Malicious,0.0,1.0
UA Holidays Annual Calendar,net.oxdb.CalHolUA,Tools,Malicious,0.0,1.0
Mil Dot Calculator,com.whatifeellikeprogramming.milDotCalculator,Tools,Malicious,0.0,1.0
Car Lease,com.businesscompassllc.carlease,Finance,Malicious,0.0,1.0
RealCalc Scientific Calculator,uk.co.nickfines.RealCalc,Tools,Malicious,0.0,1.0
Tactical time,de.androidcrowd.taktischezeit,Tools,Malicious,0.0,1.0
LIGHTING CALCULATOR,org.coopersoft.Lumens,Tools,Malicious,0.0,1.0
MarketEnabler donate key,ch.racic.android.marketenabler.donatekey,Tools,Malicious,0.0,1.0
eSpace Product,com.hoperuns.activity,Business,Malicious,0.0,1.0
FeetCalc,com.footcalculator,Productivity,Malicious,0.0,1.0
Gleeo Time Tracker,ch.gridvision.pbtm.androidtimerecorder,Productivity,Malicious,0.0,1.0
Squid,se.rupy.cube,Libraries & Demo,Malicious,0.0,1.0
Horsepower Calculator,com.mtar.horsepower,Tools,Malicious,0.0,1.0
Maplecrest Ford Lincoln,com.s2rolutions.maplecrestcars,Business,Malicious,0.0,1.0
Taiwan Lotto Three Star,irdc.three_star,Tools,Malicious,0.0,1.0
Product Caclulator Lite,com.downhometech.productcalculator.lite,Productivity,Malicious,0.0,1.0
BW Animation Package,com.levelup.bw.forecast,Libraries & Demo,Malicious,0.0,1.0
Milling Speed and Feed Calc,com.mstar.mspeed1,Tools,Malicious,0.0,1.0
Convertor Lite,name.udell.convertor.lite,Business,Malicious,0.0,1.0
OKM Metal Detector Demo,com.okm.mobyle3d,Libraries & Demo,Malicious,0.0,1.0
JuiceDefender Ultimate,com.latedroid.ultimatejuice,Productivity,Malicious,0.0,1.0
Hack Me If You Can (Kids Mode),de.bulling.hackme.kids,Libraries & Demo,Malicious,0.0,1.0
Desk Migrate,com.ma.deskmigrate,Tools,Malicious,0.0,1.0
muuMail,com.muu.muuMail,Tools,Malicious,0.0,1.0
Suzuki GSR 600,com.suzukigsr600.gailas,Tools,Malicious,0.0,1.0
Reticle Ranger,net.kndy.reticleranger,Tools,Malicious,0.0,1.0
iJammer,com.and0.iJammer,Tools,Malicious,0.0,1.0
App Locker II Pro,net.xdevelop.protector2,Business,Malicious,0.0,1.0
Market Enabler Codes,lu.artou.marketenablercodes,Tools,Malicious,0.0,1.0
Sticky,com.tokasiki.android.sticky,Productivity,Malicious,0.0,1.0
Locost,se.bergsland.locost,Tools,Malicious,0.0,1.0
UC VodafoneCredit,UCprojects.UCvodafoneCredit,Tools,Malicious,0.0,1.0
NovaGear,com.novagear,Tools,Malicious,0.0,1.0
Cellular Radiation Detector,tm.app.cellularRadiationDetector,Tools,Malicious,0.0,1.0
Forex Trading: Easy Money,com.ForexTrading.magazine.AOTGDFIDBXNMUNHGB,Business,Malicious,0.0,1.0
"Radio, go sleeping!",ua.com.phlox.radiosleep,Tools,Malicious,0.0,1.0
Top,jp.gr.netfort.dancer.topview,Tools,Malicious,0.0,1.0
Gold Silver Prices License Key,com.terrylau.goldsilvermonitorkey,Finance,Malicious,0.0,1.0
Fraction Calculator Free,com.lupptech.fractfree,Tools,Malicious,0.0,1.0
muuMail Free,com.muu.muuMailfree,Tools,Malicious,0.0,1.0
XPERIA FlashLight,jp.co.telemarks.ledlightx10,Tools,Malicious,0.0,1.0
Taiwan Clock,tw.com.sti.android.widget.clock.taiwan,Tools,Malicious,0.0,1.0
TorrentDownload,torrentDownload.Project,Tools,Malicious,0.0,1.0
DriverDiary Pro,com.sweypro.driverdiarypro,Finance,Malicious,0.0,1.0
Unit Conversion,net.Henkan,Tools,Malicious,0.0,1.0
Forex Trading Strategies,com.ptajmarketing.ForexTradingSt,Finance,Malicious,0.0,1.0
BoxCryptor Unlimited Key,com.boxcryptor.android.key,Tools,Malicious,0.0,1.0
Tyre Size Calculator (Tire),com.aimenrg.tyrecalc,Tools,Malicious,0.0,1.0
Mute Alarms,com.ByrdNest.QuietTime,Tools,Malicious,0.0,1.0
Animal Training Guide,apps.dps.animaltraining,Tools,Malicious,0.0,1.0
StackOperations-DataStructure,com.Android.CCMCA,Productivity,Malicious,0.0,1.0
System Monitor Widget,tm.app.systemMonitorWidget,Tools,Malicious,0.0,1.0
Screen Light,com.androidappheads.lightscreen,Tools,Malicious,0.0,1.0
Quick Civil,com.holmesapps.quickcivil,Productivity,Malicious,0.0,1.0
Plugin Turkish,klye.plugin.tr,Productivity,Malicious,0.0,1.0
SymbolsPanel,jp.wind.petitknyaife.SymbolsPanel,Tools,Malicious,0.0,1.0
Test Dummy App TN,com.test.testandroid,Tools,Malicious,0.0,1.0
Rings Extended,com.angryredplanet.android.rings_extended,Tools,Malicious,0.0,1.0
DroidUX API Demos,com.droidux.components.demo,Libraries & Demo,Malicious,0.0,1.0
QR Alarm Clock,com.qralarmclock,Tools,Malicious,0.0,1.0
GO TaskManager Widget,com.gau.go.launcherex.gowidget.taskmanager,Productivity,Malicious,0.0,1.0
TV Screen Size Calculator,nl.rapsolutions.android.tvsizecalculator,Tools,Malicious,0.0,1.0
Tone Picker,com.hlidskialf.android.tonepicker,Tools,Malicious,0.0,1.0
Jogger R1.5,djf.jogger,Productivity,Malicious,0.0,1.0
UC Torch,UCprojects.UCtorch,Tools,Malicious,0.0,1.0
VOLT DROP CALCULATOR BS7671,org.coopersoft.ELcalcV_pro,Tools,Malicious,0.0,1.0
Simple Reminder,com.tm_programming.reminder,Productivity,Malicious,0.0,1.0
WiFi Manager,org.kman.WifiManager,Productivity,Malicious,0.0,1.0
Sentinel RV Demo,mcs.mobile.app.rv.demo,Libraries & Demo,Malicious,0.0,1.0
Gesture Search Bar,googoo.android.gesturebar,Tools,Malicious,0.0,1.0
[root] Chainfire3D Pro,eu.chainfire.cf3d.pro,Tools,Malicious,0.0,1.0
SPP Viewer,de.harrypaintner.sppv,Business,Malicious,0.0,1.0
CoConUt Traveler,vk.ccn,Tools,Malicious,0.0,1.0
Security Alarm,com.himaxdev.securityalarm,Tools,Malicious,0.0,1.0
Astrid Power Pack,com.todoroo.astrid.ppack,Productivity,Malicious,0.0,1.0
Ovo timer,org.ilumbo.ovo,Tools,Malicious,0.0,1.0
LumberCalc,com.bootfeetCalc.lumbercalc,Productivity,Malicious,0.0,1.0
Task Tray,com.stonedonkey.tasktray,Tools,Malicious,0.0,1.0
TV Drama Name Generator(HK),com.fartapp.tvdrama,Productivity,Malicious,0.0,1.0
TS Notes,com.tsnotes,Productivity,Malicious,0.0,1.0
Nor-Cal Hobbies Gears,com.seamusoft.gears,Productivity,Malicious,0.0,1.0
Speak French,com.benjaminholfeld.speakfrench,Business,Malicious,0.0,1.0
Compteur,se.oxidi.compteur,Tools,Malicious,0.0,1.0
Premium World Clock Widget,com.lge.android.worldclock.widget,Productivity,Malicious,0.0,1.0
Pico Pico Cart,jp.co.maxmouse.pico2cart,Tools,Malicious,0.0,1.0
In-App Wifi Toggle,com.sas.inappwifitoggle,Tools,Malicious,0.0,1.0
Silent Toggle,com.rsk.android.silenttoggle,Tools,Malicious,0.0,1.0
Ruler Green,RulerFreely.Common,Tools,Malicious,0.0,1.0
seNotes,shiloff.com.senotes,Productivity,Malicious,0.0,1.0
ELECOM ??????????????? powered by ATOK,jp.co.elecom.eleatok,Libraries & Demo,Malicious,0.0,1.0
Turkmenistan flag,flag.android.tm,Tools,Malicious,0.0,1.0
MIDbot iDroid,com.MIDbotiDroid,Tools,Malicious,0.0,1.0
Disp Battery Information,jp.ne.neko.freewing.DispBattery,Tools,Malicious,0.0,1.0
E-Calc USA,com.ecuMain,Tools,Malicious,0.0,1.0
WP7 Notifications,com.nlucas.wp7notifications,Productivity,Malicious,0.0,1.0
Feet Inches Calculator,com.seekmobile.feetInchesCalc,Tools,Malicious,0.0,1.0
Tablet Keyboard,com.prettyeasy.tabletkeyboard.pro,Tools,Malicious,0.0,1.0
Plugin Filipino Tagalog,klye.plugin.tl,Productivity,Malicious,0.0,1.0
Hindi Dictionary V2.0,wali.hindidict,Productivity,Malicious,0.0,1.0
Filipino for GO Keyboard,com.jb.gokeyboard.langpack.tl,Tools,Malicious,0.0,1.0
dialR: Texas Rotary Phone Dial,inpha.mous.dialR_TEXAS,Tools,Malicious,0.0,1.0
Adobe Flash Player 11,com.adobe.flashplayer,Tools,Malicious,0.0,1.0
Gesture Password,GesturePassword2.capstone,Libraries & Demo,Malicious,0.0,1.0
Smart Taskbar Home ext,com.smart.taskbar.home,Productivity,Malicious,0.0,1.0
knDosenlibelle,net.klauberg.android.dosenlibelle,Libraries & Demo,Malicious,0.0,1.0
LAPSTOP,com.werk4.lapstop,Tools,Malicious,0.0,1.0
Bubbles,com.squishythings.bubbles,Libraries & Demo,Malicious,0.0,1.0
Non-market Apps Enabler,com.bandroidx.nmaenabler,Tools,Malicious,0.0,1.0
Tap Time,com.app.mikesell.slaptimelite,Tools,Malicious,0.0,1.0
DocumentsToGo Full Version Key,com.dataviz.docstogoapp,Business,Malicious,0.0,1.0
iFryTurkey,com.nwi.ifryturkey,Tools,Malicious,0.0,1.0
my melody time signal,com.melodyJihoo,Tools,Malicious,0.0,1.0
Redirack Pallet Estimator,com.Redirack.Calculator,Business,Malicious,0.0,1.0
WiFi TXpower,rubberbibpepper.WiFiTxPower,Tools,Malicious,0.0,1.0
Mute,muter.muter,Tools,Malicious,0.0,1.0
Turkish Keyboard,com.taypo.android.trskb,Tools,Malicious,0.0,1.0
TaskBar Closer (Root),com.hhbrown.skunkworks.closetabletbar,Tools,Malicious,0.0,1.0
Gear and Tire Calculator,cameron.gears,Tools,Malicious,0.0,1.0
IBTR! Breast Cancer Model GUI,med.tom.ibtr,Tools,Malicious,0.0,1.0
The One Percent,net.bespokesystems.android.theonepercent,Finance,Malicious,0.0,1.0
Dog Training,com.ptajmarketing.DogTraining,Tools,Malicious,0.0,1.0
Battery Widget Pro,personal.jhjeong.app.battery,Tools,Malicious,0.0,1.0
Days To Live DeathClock Widget,uk.amimetic.deathclock,Productivity,Malicious,0.0,1.0
Dropsync ??? PRO Key,com.ttxapps.dropsync.pro,Productivity,Malicious,0.0,1.0
Texas Child Support Calculator,com.tjdjd.texas.ChildSupport,Tools,Malicious,0.0,1.0
Wifi SignalBar,tk.goblivion.wifisignalbar,Tools,Malicious,0.0,1.0
UCMerced Wireless Configurator,com.UCMWC,Tools,Malicious,0.0,1.0
Studio Clock,de.kjpm.android.ledclock,Tools,Malicious,0.0,1.0
HKTDC FAIRS,com.cherrypicks.android.hktdc,Tools,Malicious,0.0,1.0
Set Taiwan,RabiSoft.SetTaiwan,Tools,Malicious,0.0,1.0
Total After Taxes,GamingVibe.Calculation.TotalAfterTaxes,Finance,Malicious,0.0,1.0
Turkish for GO Keyboard,com.jb.gokeyboard.langpack.tr,Tools,Malicious,0.0,1.0
Turkish for Smart Keyboard,net.cdeguet.smartkeyboardpro.tr,Tools,Malicious,0.0,1.0
UC Torch,UCprojects.UCtorch.DV,Tools,Malicious,0.0,1.0
DreamToyForletprofitcalculator,com.mik_jpn.sedoriprofit_hobby,Productivity,Malicious,0.0,1.0
Conduit Runner Pro,com.intineo.android.conduitbendpro,Productivity,Malicious,0.0,1.0
SlideIT Turkish Pack,com.dasur.language.tur.pack,Tools,Malicious,0.0,1.0
Franchise Messe 2011 Wien,com.appandmore.android.franchisemesse2011wien,Business,Malicious,0.0,1.0
Pure Romance Calculator,com.downhometech.productcalculator.pureromance,Productivity,Malicious,0.0,1.0
Gears (ES2/eclair+),com.jeffboody.GearsES2eclair,Libraries & Demo,Malicious,0.0,1.0
Stopwatch,com.akainteractive.stopwatchtimer,Productivity,Malicious,0.0,1.0
App Lock II Widget,net.xdevelop.protector3,Business,Malicious,0.0,1.0
Luz Led | Your handy emergency,ar.com.e_om.movil.android.luzled,Tools,Malicious,0.0,1.0
Toast Notifier,com.nlucas.notificationtoaster,Productivity,Malicious,0.0,1.0
Calc Input,com.sonyericsson.android.calcinputplugin,Tools,Malicious,0.0,1.0
OnHook Button Droid,jp.ne.neko.freewing.OnHookButtonX,Tools,Malicious,0.0,1.0
Turkish for GO Keyboard,com.jb.gokeyboard.langpack.tr,Tools,Malicious,0.0,1.0
Share Apps,com.theronrogers.shareapps,Tools,Malicious,0.0,1.0
Locale Toast Plug-in,com.danapple.toastplugin,Tools,Malicious,0.0,1.0
Random Number Generator Picker,com.numberpicker.activities,Libraries & Demo,Malicious,0.0,1.0
Tip Calculator,tm.app.tipCalculator,Tools,Malicious,0.0,1.0
Random Number Generator Picker,com.numberpicker.activities,Libraries & Demo,Malicious,0.0,1.0
Locale Notification Plug-In,net.andvari.android.notificationsetting,Tools,Malicious,0.0,1.0
Credit Score Reference Guide,com.csg,Finance,Malicious,0.0,1.0
Battery Indicator,com.darshancomputing.BatteryIndicator,Tools,Malicious,0.0,1.0
The Electricians Tool Pouch,co.thayer.tetpT,Tools,Malicious,0.0,1.0
CatLog (Donate),com.nolanlawson.logcat.donate,Tools,Malicious,0.0,1.0
Particles,net.peternitsch.particles,Libraries & Demo,Malicious,0.0,1.0
Cutting Calculator(Metric),mobilednc.cutcal,Tools,Malicious,0.0,1.0
Mnemonics,com.dajool.app.mnemonics,Productivity,Malicious,0.0,1.0
eClean ????????? ????????????,com.domobile.eclean,Tools,Malicious,0.0,1.0
GO Clock Widget,com.gau.go.launcherex.gowidget.clockwidget,Productivity,Malicious,0.0,1.0
SoundBack,com.google.android.marvin.soundback,Tools,Malicious,0.0,1.0
Tablet Keyboard Free,com.prettyeasy.tabletkeyboard.free,Tools,Malicious,0.0,1.0
Brightness Level,com.curvefish.widgets.brightnesslevel,Tools,Malicious,0.0,1.0
myLite,com.doapps.android.mylite,Tools,Malicious,0.0,1.0
Resort Application,com.esat.android.recipe.apps,Business,Malicious,0.0,1.0
Tipsy,edu.berkeley.cs160.tipsy,Finance,Malicious,0.0,1.0
SD Maid Pro,eu.thedarken.sdm.unlocker,Tools,Malicious,0.0,1.0
Product Calculator,com.downhometech.productcalculator.activities,Productivity,Malicious,0.0,1.0
Speak French,com.benjaminholfeld.speakfrench,Business,Malicious,0.0,1.0
NovaGear,com.novagear,Tools,Malicious,0.0,1.0
Alarm to Phone Plus,com.coconuts.alarmtophone,Tools,Malicious,0.0,1.0
Dual Battery Widget,org.flexlabs.widgets.dualbattery,Tools,Malicious,0.0,1.0
McKellar Slide Rule,com.mckellar.android.sliderule,Finance,Malicious,0.0,1.0
Shush! Ringer Restorer,com.publicobject.shush,Tools,Malicious,0.0,1.0
Google Authenticator,com.google.android.apps.authenticator,Tools,Malicious,0.0,1.0
Hada TM Timer,air.tmtimer.hada.org,Tools,Malicious,0.0,1.0
PSN Level Calculator,de.delimiter.android.psn.levelcalc,Tools,Malicious,0.0,1.0
Hack Me If You Can (hard),de.bulling.hackme.hard,Libraries & Demo,Malicious,0.0,1.0
Reach Weapon Timer,halo.Timer,Tools,Malicious,0.0,1.0
eCalc,com.domobile.ecalc,Tools,Malicious,0.0,1.0
DocumentsToGo Full Version Key,com.dataviz.docstogoapp,Business,Malicious,0.0,1.0
Filight,com.encomit.apps.filight,Tools,Malicious,0.0,1.0
Gendroid TWO D-day,com.gendroid.two,Tools,Malicious,0.0,1.0
Work From Home Jobs,com.ptajmarketing.Freelancing,Tools,Malicious,0.0,1.0
Kid Math Training Program,com.entrepidea.KidMathTrain,Tools,Malicious,0.0,1.0
RealHDMI,com.gmanapps.realhdmi,Tools,Malicious,0.0,1.0
Gears for Android(TM),luabear.gears4android,Libraries & Demo,Malicious,0.0,1.0
Milling Speed and Feed Calcula,com.mstar.mspeed,Tools,Malicious,0.0,1.0
??iandien,lt.jopapa.android.siandien,Productivity,Malicious,0.0,1.0
World Clock,jp.or.tdf.worldclock,Productivity,Malicious,0.0,1.0
Deepmemo,ua.privatbank.deepmemo,Productivity,Malicious,0.0,1.0
muuTel Free,com.muu.muuTelfree,Tools,Malicious,0.0,1.0
Polish,com.kpt.adaptxt.addon.polpl,Productivity,Malicious,0.0,1.0
Asphalt Calculator,com.asphaltcalculator,Productivity,Malicious,0.0,1.0
devLink 2010 Schedule,com.spencerandbrown.devLink2010,Tools,Malicious,0.0,1.0
CoConUt Traveler Lite,vk.ccn.lt,Tools,Malicious,0.0,1.0
Nor-Cal Hobbies Gears,com.seamusoft.gears,Productivity,Malicious,0.0,1.0
Resi Electric Service FreeCalc,com.intineo.android.resielectricalservicefree,Productivity,Malicious,0.0,1.0
UA ???????? ?? ?????????? ??????????,net.oxdb.StatusUA,Tools,Malicious,0.0,1.0
a1-Vamp Night,jp.appdepart.appwidgetex0046,Tools,Malicious,0.0,1.0
Hindi Dictionary V2.0,wali.hindidict,Productivity,Malicious,0.0,1.0
101 Tips Improving Credit,com.PowerfulipsorLegallImprovingYourCreditScore.magazine.AOTFQCSJYYWELDKTZ,Finance,Malicious,0.0,1.0
Speed Boost System Cleaner,com.TimothyMilla.SpeedBoost,Productivity,Malicious,0.0,1.0
PersonalToast,it.sarasini.personaltoast,Tools,Malicious,0.0,1.0
Battery Monitor,battery.monitor,Tools,Malicious,0.0,1.0
JoyToy Programming Language,jp.sourceforge.soopy.joytoy.android,Tools,Malicious,0.0,1.0
Secret Message,sm.android.itkosongsatu.ug,Tools,Malicious,0.0,1.0
Lock phone,com.sen.tl,Tools,Malicious,0.0,1.0
CacheMate for Root Users,com.aac.cachemate,Tools,Malicious,0.0,1.0
CamScanner???License???PDF Creator,com.intsig.lic.camscanner,Productivity,Malicious,0.0,1.0
Shorter Smiley for ASK,com.anysoftkeyboard.quicktextkeys.shortsmileykey,Libraries & Demo,Malicious,0.0,1.0
Shake Toggle (no BT),org.koo.shaketoggle_nobt,Tools,Malicious,0.0,1.0
Ford OBDII CAN Mode $06 PIDs,com.al.obd2.content.A,Tools,Malicious,0.0,1.0
???????????????? ???????? ????????????,net.oxdb.DayOffUA,Tools,Malicious,0.0,1.0
VocaList,com.dazey.vocalist,Productivity,Malicious,0.0,1.0
Army FlashCards 5,org.me.flashcardsv4,Tools,Malicious,0.0,1.0
muuTel,com.muu.muuTel,Tools,Malicious,0.0,1.0
Rabtor Clock Widget Full,upper.duper.widget.rabtor.full,Tools,Malicious,0.0,1.0
Novak ESC Track guide,cz.teamnovak.droid,Tools,Malicious,0.0,1.0
eSpace Product,com.hoperun.activity,Business,Malicious,0.0,1.0
Very Easy Japanese Keyboard,jp.ne.neko.freewing.JapaneseKeyboard,Tools,Malicious,0.0,1.0
GPS OnOff,com.curvefish.widgets.gpsonoff,Tools,Malicious,0.0,1.0
Random Characters to Clipboard,caryl_hafod.RandomChars,Tools,Malicious,0.0,1.0
APN Turkey,net.mustafaozcan.apnturkey,Tools,Malicious,0.0,1.0
Battery Percentage Notifier,com.incorporateapps.battery,Business,Malicious,0.0,1.0
